,u,i,ts,label,idx
155,78,43,116751.0,1,3350
156,78,4,116751.0,1,3351
157,78,129,116751.0,1,3348
158,78,99,116751.0,1,3349
159,121,156,121798.0,1,3353
160,121,129,121798.0,1,3352
161,129,121,122176.0,1,3354
162,129,121,122278.0,1,3355
163,121,129,122668.0,1,3356
164,121,129,122878.0,1,3357
165,21,147,122931.0,1,10702
166,129,121,122993.0,1,3358
167,129,121,123122.0,1,3359
168,42,67,123453.0,1,10703
169,129,35,123789.0,1,3360
170,121,129,123856.0,1,3361
171,60,123,124276.0,1,3362
172,4,123,126151.0,1,3366
173,4,78,126151.0,1,3363
174,4,14,126151.0,1,3364
175,4,156,126151.0,1,3365
176,67,42,126175.0,1,10704
177,138,148,128077.0,1,18876
178,155,154,129018.0,1,12
179,9,159,133122.0,1,42223
180,156,121,133210.0,1,3367
181,121,156,134017.0,1,3368
182,22,87,134672.0,1,18877
183,9,52,136439.0,1,42224
184,9,85,136451.0,1,42225
185,22,3,136715.0,1,18878
186,22,3,137034.0,1,18879
187,22,3,137936.0,1,18880
188,90,158,138983.0,1,18881
189,3,22,139226.0,1,18882
190,22,3,141227.0,1,18883
191,3,22,142231.0,1,18884
192,22,3,142302.0,1,18885
193,35,121,142554.0,1,3369
194,3,36,142643.0,1,18886
195,35,43,142714.0,1,3371
196,35,4,142714.0,1,3372
197,35,78,142714.0,1,3370
198,121,35,142921.0,1,3373
199,87,59,156177.0,1,18888
200,87,72,156177.0,1,18887
201,87,59,156312.0,1,18889
202,87,22,157940.0,1,18890
203,87,22,158051.0,1,18891
204,22,87,158961.0,1,18892
205,22,87,162359.0,1,18893
206,22,134,170386.0,1,18894
207,62,48,196110.0,1,3374
208,59,87,196268.0,1,18895
209,59,144,198218.0,1,18896
210,59,144,198250.0,1,18897
211,59,87,198442.0,1,18898
212,59,144,198486.0,1,18899
213,87,22,199657.0,1,18900
214,87,59,200299.0,1,18902
215,87,72,200299.0,1,18901
216,87,59,200303.0,1,18903
217,35,156,200363.0,1,3377
218,35,121,200363.0,1,3376
219,35,129,200363.0,1,3375
220,87,59,200376.0,1,18904
221,87,59,200510.0,1,18905
222,59,144,200622.0,1,18906
223,156,35,200756.0,1,3378
224,87,22,201067.0,1,18907
225,133,129,201310.0,1,3379
226,133,35,201310.0,1,3382
227,133,99,201310.0,1,3380
228,133,43,201310.0,1,3381
229,59,87,201646.0,1,18908
230,87,22,201740.0,1,18909
231,144,22,204061.0,1,18910
232,76,147,204184.0,1,10705
233,76,21,204184.0,1,10706
234,76,21,204237.0,1,10708
235,76,147,204237.0,1,10707
236,134,22,204743.0,1,18911
237,156,129,207074.0,1,3383
238,148,22,207430.0,1,18912
239,156,35,209491.0,1,3387
240,156,123,209491.0,1,3388
241,156,14,209491.0,1,3385
242,156,32,209491.0,1,3386
243,156,48,209491.0,1,3384
244,148,138,211104.0,1,18913
245,41,69,211892.0,1,16811
246,162,160,212444.0,1,13
247,133,35,215658.0,1,3389
248,82,156,217818.0,1,3390
249,160,162,219059.0,1,14
250,87,22,221766.0,1,18914
251,52,105,222025.0,1,42226
252,158,61,222784.0,1,18916
253,158,39,222784.0,1,18915
254,52,9,222869.0,1,42227
255,52,85,222875.0,1,42228
256,82,78,222977.0,1,3391
257,52,127,223095.0,1,42229
258,52,105,223211.0,1,42230
259,22,87,223726.0,1,18917
260,22,144,223873.0,1,18918
261,52,159,223919.0,1,42231
262,22,148,224042.0,1,18919
263,87,3,224642.0,1,18920
264,22,87,226167.0,1,18921
265,22,87,226559.0,1,18922
266,22,3,226559.0,1,18923
267,156,129,226797.0,1,3392
268,22,134,227098.0,1,18924
269,87,22,227777.0,1,18925
270,3,22,228659.0,1,18926
271,22,144,229122.0,1,18930
272,22,3,229122.0,1,18928
273,22,134,229122.0,1,18929
274,22,87,229122.0,1,18927
275,22,3,229508.0,1,18931
276,52,159,231367.0,1,42232
277,52,85,232692.0,1,42233
278,134,22,247325.0,1,18932
279,22,3,249993.0,1,18934
280,22,134,249993.0,1,18935
281,22,87,249993.0,1,18933
282,82,78,282682.0,1,3393
283,162,160,283804.0,1,15
284,162,136,283804.0,1,16
285,41,141,284683.0,1,16813
286,41,69,284683.0,1,16812
287,156,129,286270.0,1,3394
288,156,129,287003.0,1,3395
289,156,82,287003.0,1,3396
290,69,41,289324.0,1,16814
291,59,39,289777.0,1,18936
292,3,22,289792.0,1,18937
293,48,129,290558.0,1,3397
294,43,129,290815.0,1,3398
295,43,99,290815.0,1,3399
296,31,129,291292.0,1,3400
297,62,145,292238.0,1,3401
298,154,155,293761.0,1,17
299,134,3,294435.0,1,18938
300,158,64,297134.0,1,18939
301,158,138,297134.0,1,18940
302,148,92,297855.0,1,18941
303,121,35,298787.0,1,3402
304,132,8,299563.0,1,10711
305,132,47,299563.0,1,10717
306,132,146,299563.0,1,10713
307,132,65,299563.0,1,10715
308,132,42,299563.0,1,10714
309,132,76,299563.0,1,10712
310,132,143,299563.0,1,10719
311,132,25,299563.0,1,10718
312,132,40,299563.0,1,10720
313,132,120,299563.0,1,10710
314,132,67,299563.0,1,10722
315,132,33,299563.0,1,10716
316,132,11,299563.0,1,10721
317,132,147,299563.0,1,10709
318,8,132,300791.0,1,10723
319,69,34,301182.0,1,16815
320,116,154,301371.0,1,18
321,47,76,301750.0,1,10724
322,132,8,302389.0,1,10725
323,123,60,302613.0,1,3403
324,59,87,303004.0,1,18942
325,62,145,303675.0,1,3404
326,154,116,303995.0,1,19
327,62,31,304534.0,1,3405
328,76,47,305386.0,1,10726
329,141,34,305465.0,1,16816
330,134,22,305615.0,1,18943
331,82,156,306778.0,1,3406
332,34,141,307072.0,1,16817
333,121,156,307103.0,1,3407
334,129,156,307649.0,1,3408
335,141,69,307694.0,1,16818
336,156,121,307874.0,1,3409
337,129,156,308011.0,1,3410
338,156,121,308231.0,1,3411
339,121,156,308673.0,1,3412
340,156,121,308957.0,1,3413
341,134,22,308999.0,1,18944
342,136,160,309049.0,1,20
343,138,64,309343.0,1,18945
344,138,158,309343.0,1,18946
345,43,156,312505.0,1,3414
346,105,52,316305.0,1,42234
347,105,85,320184.0,1,42235
348,22,87,324301.0,1,18947
349,22,59,324301.0,1,18948
350,144,59,328616.0,1,18949
351,31,145,329967.0,1,3418
352,31,62,329967.0,1,3416
353,31,6,329967.0,1,3417
354,31,78,329967.0,1,3415
355,31,123,330280.0,1,3419
356,22,87,337856.0,1,18950
357,62,145,365589.0,1,3420
358,87,59,369831.0,1,18951
359,52,159,369922.0,1,42236
360,43,4,370953.0,1,3421
361,52,85,371811.0,1,42237
362,41,69,372070.0,1,16819
363,41,141,372070.0,1,16820
364,41,51,372120.0,1,16821
365,69,34,372234.0,1,16822
366,82,32,372937.0,1,3422
367,51,41,373485.0,1,16823
368,51,41,373502.0,1,16824
369,147,8,373798.0,1,10727
370,144,59,374409.0,1,18954
371,144,22,374409.0,1,18953
372,144,87,374409.0,1,18952
373,4,123,374642.0,1,3423
374,154,155,375306.0,1,21
375,69,41,375850.0,1,16825
376,144,90,376284.0,1,18955
377,144,90,376445.0,1,18956
378,73,8,376448.0,1,10728
379,87,144,376860.0,1,18957
380,144,22,378655.0,1,18959
381,144,87,378655.0,1,18958
382,31,6,378782.0,1,3424
383,59,101,379293.0,1,18960
384,53,22,379626.0,1,18961
385,99,32,382154.0,1,3426
386,99,82,382154.0,1,3425
387,132,33,383377.0,1,10729
388,137,162,383980.0,1,22
389,147,132,384159.0,1,10730
390,147,67,384159.0,1,10743
391,147,146,384159.0,1,10734
392,147,42,384159.0,1,10735
393,147,120,384159.0,1,10731
394,147,47,384159.0,1,10738
395,147,11,384159.0,1,10742
396,147,76,384159.0,1,10733
397,147,8,384159.0,1,10732
398,147,40,384159.0,1,10741
399,147,25,384159.0,1,10739
400,147,21,384159.0,1,10736
401,147,143,384159.0,1,10740
402,147,33,384159.0,1,10737
403,4,78,384628.0,1,3427
404,34,69,385683.0,1,16826
405,138,59,386148.0,1,18962
406,105,81,386270.0,1,42239
407,105,52,386270.0,1,42238
408,62,145,387388.0,1,3428
409,92,61,387602.0,1,18963
410,146,76,388366.0,1,10744
411,146,25,388366.0,1,10745
412,155,117,390963.0,1,23
413,155,117,391262.0,1,24
414,32,68,391345.0,1,3429
415,155,117,391356.0,1,25
416,56,82,393489.0,1,3430
417,138,59,395192.0,1,18964
418,6,82,395366.0,1,3431
419,78,82,395502.0,1,3432
420,35,133,396360.0,1,3434
421,35,129,396360.0,1,3433
422,35,82,396360.0,1,3435
423,156,121,399605.0,1,3436
424,22,144,408299.0,1,18965
425,22,3,408418.0,1,18966
426,52,127,410315.0,1,42241
427,52,159,410315.0,1,42240
428,52,105,410477.0,1,42242
429,52,81,410477.0,1,42243
430,4,156,471771.0,1,3437
431,22,36,475188.0,1,18967
432,3,22,495429.0,1,18968
433,3,134,500586.0,1,18969
434,3,22,500586.0,1,18970
435,134,87,571795.0,1,18971
436,134,3,571795.0,1,18972
437,156,56,579000.0,1,3438
438,144,59,584372.0,1,18973
439,22,55,599054.0,1,18974
440,22,3,599483.0,1,18976
441,22,90,599483.0,1,18975
442,22,134,599483.0,1,18977
443,22,74,599483.0,1,18978
444,22,10,599483.0,1,18980
445,22,55,599483.0,1,18979
446,22,87,603084.0,1,18981
447,22,53,603825.0,1,18982
448,154,116,622692.0,1,26
449,54,69,625009.0,1,16827
450,68,32,625866.0,1,3440
451,68,82,625866.0,1,3439
452,3,16,626025.0,1,18983
453,8,76,628275.0,1,10746
454,76,147,628740.0,1,10747
455,76,21,628740.0,1,10748
456,129,35,629158.0,1,3441
457,129,156,629158.0,1,3442
458,138,22,629284.0,1,18984
459,62,129,629309.0,1,3443
460,62,82,629740.0,1,3445
461,62,48,629740.0,1,3444
462,56,88,632311.0,1,3446
463,64,138,634566.0,1,18985
464,123,82,634645.0,1,3447
465,64,138,635258.0,1,18986
466,43,82,635614.0,1,3448
467,4,82,636871.0,1,3449
468,35,82,637978.0,1,3450
469,87,22,638949.0,1,18987
470,87,22,640218.0,1,18988
471,105,52,640543.0,1,42244
472,144,59,641047.0,1,18989
473,62,121,641235.0,1,3451
474,60,14,644314.0,1,3452
475,148,138,645199.0,1,18990
476,25,147,645541.0,1,10749
477,4,82,646546.0,1,3453
478,88,82,646829.0,1,3454
479,129,35,647201.0,1,3455
480,129,156,647201.0,1,3456
481,145,48,647434.0,1,3457
482,145,82,647434.0,1,3458
483,129,82,647763.0,1,3459
484,31,82,648340.0,1,3460
485,31,123,648340.0,1,3461
486,148,59,648696.0,1,18991
487,51,54,649381.0,1,16832
488,51,41,649381.0,1,16829
489,51,111,649381.0,1,16828
490,51,94,649381.0,1,16834
491,51,69,649381.0,1,16831
492,51,141,649381.0,1,16833
493,51,34,649381.0,1,16830
494,51,94,650006.0,1,16841
495,51,41,650006.0,1,16836
496,51,111,650006.0,1,16835
497,51,69,650006.0,1,16838
498,51,54,650006.0,1,16839
499,51,34,650006.0,1,16837
500,51,141,650006.0,1,16840
501,8,76,652720.0,1,10750
502,22,134,653467.0,1,18992
503,61,39,654541.0,1,18993
504,32,82,654552.0,1,3462
505,14,156,654570.0,1,3463
506,21,143,656124.0,1,10755
507,21,40,656124.0,1,10756
508,21,147,656124.0,1,10751
509,21,8,656124.0,1,10753
510,21,42,656124.0,1,10754
511,21,120,656124.0,1,10752
512,59,144,656452.0,1,18994
513,134,22,656621.0,1,18995
514,59,39,656693.0,1,18996
515,134,3,656725.0,1,18997
516,3,134,657961.0,1,18998
517,22,134,659169.0,1,18999
518,3,87,659743.0,1,19000
519,3,22,660315.0,1,19001
520,134,22,660714.0,1,19002
521,35,121,660951.0,1,3466
522,35,129,660951.0,1,3464
523,35,133,660951.0,1,3465
524,35,156,660951.0,1,3467
525,22,134,661094.0,1,19003
526,32,121,663358.0,1,3468
527,22,3,664004.0,1,19004
528,22,3,664026.0,1,19005
529,144,59,670365.0,1,19006
530,134,3,677499.0,1,19007
531,52,159,680466.0,1,42245
532,52,81,680868.0,1,42246
533,52,105,680978.0,1,42247
534,52,81,681974.0,1,42249
535,52,105,681974.0,1,42248
536,39,61,691890.0,1,19008
537,39,59,696234.0,1,19009
538,39,158,700296.0,1,19010
539,10,22,701125.0,1,19011
540,39,59,710777.0,1,19012
541,40,21,711198.0,1,10757
542,54,69,714125.0,1,16842
543,3,134,715169.0,1,19013
544,121,62,715797.0,1,3469
545,121,32,717395.0,1,3470
546,82,156,717890.0,1,3471
547,121,156,718194.0,1,3472
548,139,71,719401.0,1,27
549,144,59,719943.0,1,19014
550,21,45,720390.0,1,10758
551,144,138,720591.0,1,19015
552,54,69,720702.0,1,16843
553,162,26,721092.0,1,28
554,31,6,721552.0,1,3474
555,31,78,721552.0,1,3473
556,162,137,721910.0,1,29
557,62,48,722511.0,1,3475
558,162,139,722906.0,1,30
559,8,147,723221.0,1,10759
560,8,143,723221.0,1,10768
561,8,40,723221.0,1,10769
562,8,11,723221.0,1,10770
563,8,76,723221.0,1,10761
564,8,33,723221.0,1,10765
565,8,25,723221.0,1,10767
566,8,67,723221.0,1,10771
567,8,120,723221.0,1,10760
568,8,146,723221.0,1,10762
569,8,42,723221.0,1,10763
570,8,21,723221.0,1,10764
571,8,47,723221.0,1,10766
572,74,138,724245.0,1,19016
573,52,159,724894.0,1,42250
574,52,85,724901.0,1,42251
575,158,61,725088.0,1,19017
576,147,8,725094.0,1,10772
577,10,22,725607.0,1,19018
578,87,3,726539.0,1,19019
579,21,76,729757.0,1,10773
580,123,156,730055.0,1,3476
581,61,92,730735.0,1,19020
582,52,85,732220.0,1,42252
583,52,81,733767.0,1,42253
584,132,76,735596.0,1,10777
585,132,146,735596.0,1,10778
586,132,42,735596.0,1,10779
587,132,65,735596.0,1,10780
588,132,67,735596.0,1,10787
589,132,11,735596.0,1,10786
590,132,40,735596.0,1,10785
591,132,120,735596.0,1,10775
592,132,8,735596.0,1,10776
593,132,147,735596.0,1,10774
594,132,25,735596.0,1,10783
595,132,33,735596.0,1,10781
596,132,47,735596.0,1,10782
597,132,143,735596.0,1,10784
598,81,52,739083.0,1,42254
599,134,36,739525.0,1,19021
600,59,39,739773.0,1,19022
601,59,39,739936.0,1,19023
602,133,35,740438.0,1,3477
603,4,82,740517.0,1,3478
604,4,32,740517.0,1,3479
605,138,59,742561.0,1,19024
606,121,32,743745.0,1,3480
607,134,36,745037.0,1,19025
608,52,81,749464.0,1,42255
609,52,159,750872.0,1,42256
610,52,85,751326.0,1,42257
611,52,115,751937.0,1,42258
612,59,101,757081.0,1,19026
613,134,22,758314.0,1,19027
614,134,22,758424.0,1,19028
615,39,59,783795.0,1,19029
616,39,59,783868.0,1,19030
617,156,129,800616.0,1,3481
618,82,4,802359.0,1,3484
619,82,78,802359.0,1,3482
620,82,123,802359.0,1,3486
621,82,32,802359.0,1,3485
622,82,129,802359.0,1,3483
623,60,129,803457.0,1,3487
624,32,121,804343.0,1,3488
625,72,138,804467.0,1,19031
626,76,21,804949.0,1,10788
627,138,134,805293.0,1,19032
628,3,16,805490.0,1,19033
629,71,139,805555.0,1,31
630,9,52,805825.0,1,42259
631,9,85,805855.0,1,42260
632,41,34,806105.0,1,16844
633,41,69,806105.0,1,16845
634,64,92,806205.0,1,19034
635,82,123,806283.0,1,3489
636,61,158,806659.0,1,19035
637,134,138,807290.0,1,19036
638,6,31,807356.0,1,3490
639,121,32,807448.0,1,3491
640,138,134,807841.0,1,19037
641,134,3,808023.0,1,19038
642,116,139,808095.0,1,32
643,4,14,808212.0,1,3493
644,4,156,808212.0,1,3494
645,4,123,808212.0,1,3495
646,4,78,808212.0,1,3492
647,3,134,808815.0,1,19039
648,61,158,808849.0,1,19040
649,34,41,808885.0,1,16846
650,32,121,808930.0,1,3496
651,61,39,809632.0,1,19041
652,32,121,809799.0,1,3497
653,8,67,810621.0,1,10801
654,8,21,810621.0,1,10794
655,8,40,810621.0,1,10799
656,8,42,810621.0,1,10793
657,8,33,810621.0,1,10795
658,8,120,810621.0,1,10790
659,8,76,810621.0,1,10791
660,8,146,810621.0,1,10792
661,8,147,810621.0,1,10789
662,8,25,810621.0,1,10797
663,8,143,810621.0,1,10798
664,8,47,810621.0,1,10796
665,8,11,810621.0,1,10800
666,138,59,810915.0,1,19042
667,121,32,811391.0,1,3498
668,52,9,811838.0,1,42261
669,121,32,811989.0,1,3499
670,34,41,812598.0,1,16847
671,34,69,812598.0,1,16848
672,32,121,813073.0,1,3500
673,3,16,813189.0,1,19043
674,134,3,813273.0,1,19044
675,121,32,814684.0,1,3501
676,144,22,815282.0,1,19045
677,32,99,815581.0,1,3502
678,158,64,816751.0,1,19046
679,121,156,817696.0,1,3503
680,64,138,818098.0,1,19047
681,41,69,818772.0,1,16850
682,41,34,818772.0,1,16849
683,144,22,819426.0,1,19048
684,136,160,819638.0,1,33
685,138,22,819938.0,1,19050
686,138,87,819938.0,1,19049
687,41,34,821733.0,1,16851
688,4,32,822154.0,1,3509
689,4,82,822154.0,1,3508
690,4,43,822154.0,1,3507
691,4,99,822154.0,1,3506
692,4,35,822154.0,1,3510
693,4,129,822154.0,1,3505
694,4,78,822154.0,1,3504
695,82,156,822402.0,1,3511
696,154,155,822805.0,1,34
697,136,162,823062.0,1,35
698,41,34,824434.0,1,16852
699,154,116,825279.0,1,36
700,34,41,825496.0,1,16853
701,34,41,825506.0,1,16854
702,34,41,825522.0,1,16855
703,3,134,825740.0,1,19051
704,121,35,826213.0,1,3512
705,59,101,827429.0,1,19052
706,71,139,828079.0,1,37
707,53,59,828204.0,1,19054
708,53,138,828204.0,1,19053
709,35,121,828799.0,1,3513
710,35,121,829071.0,1,3514
711,59,53,829215.0,1,19057
712,59,61,829215.0,1,19056
713,59,138,829215.0,1,19055
714,121,35,829338.0,1,3515
715,59,138,830302.0,1,19058
716,138,59,831043.0,1,19059
717,59,39,831586.0,1,19060
718,59,112,831879.0,1,19061
719,156,121,832046.0,1,3516
720,59,64,833998.0,1,19062
721,59,64,834073.0,1,19063
722,129,156,836073.0,1,3517
723,6,82,838360.0,1,3518
724,28,22,843304.0,1,19064
725,36,10,847136.0,1,19065
726,139,71,854957.0,1,38
727,22,144,870620.0,1,19066
728,22,144,872690.0,1,19070
729,22,87,872690.0,1,19067
730,22,3,872690.0,1,19068
731,22,134,872690.0,1,19069
732,76,25,888262.0,1,10802
733,154,155,888484.0,1,39
734,64,59,889925.0,1,19071
735,121,145,891086.0,1,3520
736,121,62,891086.0,1,3519
737,42,65,891395.0,1,10803
738,129,133,891599.0,1,3521
739,123,60,891712.0,1,3522
740,129,133,891767.0,1,3523
741,154,155,892855.0,1,40
742,156,82,893422.0,1,3524
743,154,155,894611.0,1,41
744,158,39,894889.0,1,19072
745,53,59,894944.0,1,19073
746,21,42,895060.0,1,10807
747,21,120,895060.0,1,10805
748,21,147,895060.0,1,10804
749,21,8,895060.0,1,10806
750,21,143,895060.0,1,10808
751,21,40,895060.0,1,10809
752,40,21,895413.0,1,10810
753,156,129,895522.0,1,3525
754,52,105,895968.0,1,42262
755,52,81,895968.0,1,42263
756,156,129,896140.0,1,3526
757,62,121,896185.0,1,3527
758,121,62,896529.0,1,3528
759,116,154,896645.0,1,42
760,154,116,897068.0,1,43
761,52,105,897124.0,1,42264
762,52,81,897124.0,1,42265
763,52,85,897132.0,1,42266
764,10,148,897923.0,1,19074
765,162,139,897995.0,1,44
766,162,137,897995.0,1,45
767,3,134,898644.0,1,19075
768,52,85,899102.0,1,42267
769,144,59,899857.0,1,19076
770,154,155,899897.0,1,46
771,52,105,900760.0,1,42268
772,10,36,901063.0,1,19077
773,64,92,902263.0,1,19078
774,32,68,906855.0,1,3529
775,148,10,908586.0,1,19079
776,134,3,908825.0,1,19081
777,134,87,908825.0,1,19080
778,134,22,908825.0,1,19082
779,35,133,910713.0,1,3530
780,35,123,910713.0,1,3531
781,21,76,911336.0,1,10811
782,31,123,911809.0,1,3532
783,26,139,912832.0,1,47
784,134,36,913839.0,1,19083
785,82,48,915194.0,1,3533
786,22,3,921634.0,1,19085
787,22,134,921634.0,1,19086
788,22,87,921634.0,1,19084
789,134,22,922737.0,1,19087
790,87,3,932459.0,1,19088
791,87,22,933521.0,1,19089
792,22,3,944668.0,1,19091
793,22,87,944668.0,1,19090
794,22,134,944668.0,1,19092
795,22,55,945304.0,1,19095
796,22,74,945304.0,1,19094
797,22,10,945304.0,1,19096
798,22,90,945304.0,1,19093
799,22,28,952206.0,1,19097
800,22,28,952441.0,1,19098
801,22,59,953735.0,1,19101
802,22,87,953735.0,1,19099
803,22,144,953735.0,1,19100
804,22,53,953915.0,1,19102
805,22,10,954378.0,1,19103
806,22,87,954508.0,1,19104
807,22,134,958531.0,1,19107
808,22,3,958531.0,1,19106
809,22,87,958531.0,1,19105
810,39,158,959154.0,1,19108
811,22,3,959645.0,1,19148
812,22,134,959645.0,1,19149
813,22,87,959645.0,1,19147
814,22,134,959881.0,1,19150
815,22,53,960476.0,1,19109
816,22,144,960511.0,1,19110
817,22,87,960950.0,1,19151
818,22,134,960950.0,1,19153
819,22,3,960950.0,1,19152
820,3,16,976097.0,1,19111
821,3,134,977212.0,1,19112
822,3,28,977547.0,1,19113
823,87,134,978927.0,1,19114
824,87,59,982933.0,1,19115
825,134,87,983786.0,1,19116
826,76,21,984416.0,1,10812
827,134,22,984588.0,1,19117
828,134,22,990457.0,1,19118
829,22,134,997266.0,1,19119
830,22,3,997687.0,1,19121
831,22,134,997687.0,1,19122
832,22,87,997687.0,1,19120
833,22,3,998103.0,1,19124
834,22,134,998103.0,1,19125
835,22,87,998103.0,1,19123
836,134,3,1000123.0,1,19126
837,134,3,1000585.0,1,19128
838,134,87,1000585.0,1,19127
839,134,22,1000585.0,1,19129
840,53,22,1002165.0,1,19154
841,53,22,1003577.0,1,19155
842,129,156,1004783.0,1,3535
843,129,35,1004783.0,1,3534
844,87,22,1005843.0,1,19130
845,3,134,1006259.0,1,19131
846,3,134,1006522.0,1,19132
847,3,22,1006522.0,1,19133
848,3,134,1007157.0,1,19134
849,3,22,1007157.0,1,19135
850,22,134,1008385.0,1,19137
851,22,3,1008385.0,1,19136
852,22,3,1009403.0,1,19138
853,22,134,1009403.0,1,19139
854,22,134,1010873.0,1,19142
855,22,3,1010873.0,1,19141
856,22,87,1010873.0,1,19140
857,134,3,1011454.0,1,19143
858,134,22,1021522.0,1,19146
859,134,87,1021522.0,1,19144
860,134,3,1021522.0,1,19145
861,30,142,1032762.0,1,19156
862,22,36,1043150.0,1,19157
863,36,22,1043172.0,1,19158
864,22,87,1046048.0,1,19159
865,22,53,1046048.0,1,19160
866,22,87,1046173.0,1,19161
867,22,90,1047969.0,1,19162
868,87,22,1072672.0,1,19165
869,87,134,1072672.0,1,19164
870,87,3,1072672.0,1,19163
871,87,22,1073014.0,1,19166
872,87,22,1073867.0,1,19167
873,21,147,1074331.0,1,10813
