,u,i,ts,label,idx
200,105,33,1082654503.0,1,201
201,105,107,1082654817.0,1,202
202,105,81,1082655250.0,1,203
203,44,102,1082656071.0,1,204
204,36,105,1082659317.0,1,205
205,36,104,1082659895.0,1,206
206,34,108,1082660179.0,1,207
207,34,109,1082660743.0,1,208
208,36,110,1082660940.0,1,209
209,111,112,1082661553.0,1,210
210,34,58,1082662461.0,1,211
211,36,113,1082662716.0,1,212
212,36,109,1082662740.0,1,213
213,79,109,1082663507.0,1,214
214,114,105,1082663676.0,1,215
215,101,115,1082663773.0,1,216
216,56,90,1082664575.0,1,217
217,56,105,1082664609.0,1,218
218,56,68,1082664651.0,1,219
219,29,58,1082665970.0,1,220
220,87,58,1082666210.0,1,221
221,44,116,1082666706.0,1,222
222,44,117,1082667280.0,1,223
223,44,117,1082667312.0,1,224
224,44,79,1082667839.0,1,225
225,80,58,1082668259.0,1,226
226,96,32,1082669430.0,1,227
227,118,100,1082670352.0,1,228
228,119,120,1082670688.0,1,229
229,119,120,1082670704.0,1,230
230,120,119,1082670775.0,1,231
231,120,75,1082670850.0,1,232
232,119,120,1082670949.0,1,233
233,120,119,1082670972.0,1,234
234,119,58,1082671048.0,1,235
235,74,73,1082671401.0,1,236
236,118,120,1082671996.0,1,237
237,121,108,1082672486.0,1,238
238,72,106,1082672710.0,1,239
239,44,92,1082673531.0,1,240
240,26,122,1082673946.0,1,241
241,44,79,1082675428.0,1,242
242,1,123,1082676222.0,1,243
243,96,124,1082677446.0,1,244
244,125,126,1082677532.0,1,245
245,36,104,1082678664.0,1,246
246,44,79,1082680218.0,1,247
247,44,79,1082680860.0,1,248
248,36,124,1082680998.0,1,249
249,36,127,1082681628.0,1,250
250,36,128,1082681679.0,1,251
251,44,79,1082681912.0,1,252
252,44,129,1082682026.0,1,253
253,44,116,1082682189.0,1,254
254,9,120,1082682332.0,1,255
255,79,58,1082682731.0,1,256
256,36,109,1082683846.0,1,257
257,124,109,1082683974.0,1,258
258,36,109,1082684146.0,1,259
259,124,61,1082684222.0,1,260
260,124,72,1082684424.0,1,261
261,36,109,1082684927.0,1,262
262,36,112,1082685268.0,1,263
263,124,85,1082685511.0,1,264
264,85,124,1082685625.0,1,265
265,32,130,1082685691.0,1,266
266,36,112,1082685725.0,1,267
267,124,85,1082685768.0,1,268
268,72,124,1082686656.0,1,269
269,124,8,1082686913.0,1,270
270,131,30,1082687241.0,1,271
271,99,126,1082688025.0,1,272
272,103,72,1082688404.0,1,273
273,103,72,1082688765.0,1,274
274,103,63,1082689042.0,1,275
275,103,117,1082689139.0,1,276
276,103,72,1082689523.0,1,277
277,131,30,1082691496.0,1,278
278,69,95,1082692186.0,1,279
279,69,124,1082692204.0,1,280
280,69,79,1082692215.0,1,281
281,132,30,1082692234.0,1,282
282,36,99,1082692567.0,1,283
283,36,133,1082692612.0,1,284
284,36,60,1082692654.0,1,285
285,36,134,1082692856.0,1,286
286,36,133,1082692929.0,1,287
287,36,81,1082693082.0,1,288
288,103,72,1082693359.0,1,289
289,103,135,1082693580.0,1,290
290,133,135,1082693664.0,1,291
291,135,133,1082693705.0,1,292
292,36,133,1082693715.0,1,293
293,103,135,1082693727.0,1,294
294,19,52,1082693950.0,1,295
295,133,135,1082693958.0,1,296
296,103,135,1082694026.0,1,297
297,103,135,1082694074.0,1,298
298,135,133,1082694080.0,1,299
299,133,135,1082694144.0,1,300
300,36,133,1082694158.0,1,301
301,36,133,1082694612.0,1,302
302,36,133,1082695409.0,1,303
303,9,109,1082697472.0,1,304
304,9,109,1082698466.0,1,305
305,62,136,1082699464.0,1,306
306,96,32,1082700012.0,1,307
307,137,138,1082701057.0,1,308
308,96,137,1082701256.0,1,309
309,19,120,1082701459.0,1,310
310,44,90,1082701470.0,1,311
311,96,137,1082701484.0,1,312
312,137,138,1082701493.0,1,313
313,19,139,1082701903.0,1,314
314,44,60,1082702454.0,1,315
315,44,88,1082702546.0,1,316
316,44,102,1082702617.0,1,317
317,44,90,1082702670.0,1,318
318,19,111,1082702679.0,1,319
319,44,90,1082702885.0,1,320
320,9,32,1082702909.0,1,321
321,44,90,1082703058.0,1,322
322,44,90,1082703229.0,1,323
323,103,63,1082703442.0,1,324
324,103,72,1082703489.0,1,325
325,38,86,1082703540.0,1,326
326,140,105,1082703577.0,1,327
327,103,72,1082704067.0,1,328
328,38,86,1082704560.0,1,329
329,38,101,1082704766.0,1,330
330,38,101,1082705521.0,1,331
331,38,101,1082705563.0,1,332
332,103,101,1082705658.0,1,333
333,38,101,1082705768.0,1,334
334,103,101,1082705775.0,1,335
335,38,61,1082706733.0,1,336
336,75,120,1082706737.0,1,337
337,38,81,1082706844.0,1,338
338,44,141,1082706986.0,1,339
339,44,141,1082707082.0,1,340
340,44,74,1082707557.0,1,341
341,44,127,1082707684.0,1,342
342,124,135,1082709847.0,1,343
343,140,124,1082710212.0,1,344
344,19,82,1082710304.0,1,345
345,19,82,1082710599.0,1,346
346,19,82,1082710723.0,1,347
347,105,56,1082710926.0,1,348
348,19,82,1082710984.0,1,349
349,124,135,1082711051.0,1,350
350,105,58,1082711115.0,1,351
351,105,63,1082711129.0,1,352
352,19,82,1082711132.0,1,353
353,105,61,1082711211.0,1,354
354,105,135,1082711395.0,1,355
355,124,135,1082711713.0,1,356
356,71,72,1082712614.0,1,357
357,135,124,1082712846.0,1,358
358,9,32,1082712981.0,1,359
359,63,105,1082713007.0,1,360
360,72,71,1082713242.0,1,361
361,142,58,1082713344.0,1,362
362,124,135,1082713430.0,1,363
363,124,135,1082713619.0,1,364
364,143,32,1082713772.0,1,365
365,144,99,1082714081.0,1,366
366,144,105,1082714222.0,1,367
367,144,121,1082714356.0,1,368
368,9,109,1082714460.0,1,369
369,103,109,1082715683.0,1,370
370,103,63,1082715865.0,1,371
371,103,63,1082716576.0,1,372
372,103,109,1082716714.0,1,373
373,48,81,1082716717.0,1,374
374,95,81,1082716899.0,1,375
375,145,48,1082716941.0,1,376
376,95,63,1082716951.0,1,377
377,145,95,1082717081.0,1,378
378,95,109,1082717085.0,1,379
379,145,95,1082717213.0,1,380
380,145,48,1082717349.0,1,381
381,145,95,1082717511.0,1,382
382,145,48,1082717714.0,1,383
383,145,48,1082717856.0,1,384
384,95,109,1082717927.0,1,385
385,96,48,1082718139.0,1,386
386,95,109,1082718272.0,1,387
387,96,95,1082718540.0,1,388
388,96,95,1082718708.0,1,389
389,96,48,1082718758.0,1,390
390,96,95,1082718927.0,1,391
391,105,144,1082720154.0,1,392
392,105,63,1082720168.0,1,393
393,6,146,1082721036.0,1,394
394,44,60,1082741603.0,1,395
395,44,105,1082741645.0,1,396
396,63,95,1082742068.0,1,397
397,44,32,1082744110.0,1,398
398,114,105,1082745481.0,1,399
399,34,109,1082745659.0,1,400
400,36,105,1082745815.0,1,401
401,36,109,1082745893.0,1,402
402,36,147,1082746385.0,1,403
403,44,32,1082746993.0,1,404
404,19,120,1082747959.0,1,405
405,9,136,1082749051.0,1,406
406,9,148,1082749071.0,1,407
407,9,149,1082749129.0,1,408
408,9,150,1082749176.0,1,409
409,9,151,1082749262.0,1,410
410,9,152,1082749354.0,1,411
411,9,153,1082749374.0,1,412
412,9,58,1082749391.0,1,413
413,9,58,1082749400.0,1,414
414,9,135,1082749423.0,1,415
415,9,22,1082749444.0,1,416
416,9,8,1082749542.0,1,417
417,9,154,1082749637.0,1,418
418,9,121,1082749757.0,1,419
419,1,135,1082750393.0,1,420
420,3,155,1082750637.0,1,421
421,36,109,1082750770.0,1,422
422,3,155,1082750830.0,1,423
423,30,132,1082751284.0,1,424
424,3,58,1082751801.0,1,425
425,68,56,1082753565.0,1,426
426,36,156,1082756670.0,1,427
427,131,30,1082757534.0,1,428
428,101,51,1082758516.0,1,429
429,101,34,1082758745.0,1,430
430,9,8,1082758968.0,1,431
431,36,73,1082760011.0,1,432
432,96,95,1082760681.0,1,433
433,9,76,1082761826.0,1,434
434,9,8,1082762055.0,1,435
435,9,157,1082762898.0,1,436
436,19,158,1082763520.0,1,437
437,9,58,1082763674.0,1,438
438,9,32,1082764006.0,1,439
439,44,129,1082768258.0,1,440
440,105,135,1082768279.0,1,441
441,105,129,1082768355.0,1,442
442,44,129,1082768523.0,1,443
443,44,129,1082768576.0,1,444
444,44,129,1082768616.0,1,445
445,51,101,1082768729.0,1,446
446,1,159,1082768765.0,1,447
447,44,74,1082770262.0,1,448
448,44,129,1082770436.0,1,449
449,160,72,1082772499.0,1,450
450,129,8,1082773348.0,1,451
451,36,147,1082773642.0,1,452
452,36,109,1082773711.0,1,453
453,36,105,1082773798.0,1,454
454,36,129,1082773829.0,1,455
455,9,8,1082773864.0,1,456
456,34,101,1082777620.0,1,457
457,161,162,1082778734.0,1,458
458,163,72,1082780126.0,1,459
459,32,164,1082781105.0,1,460
460,58,8,1082781852.0,1,461
461,32,58,1082782023.0,1,462
462,41,76,1082782364.0,1,463
463,41,120,1082782436.0,1,464
464,41,132,1082782472.0,1,465
465,41,165,1082782510.0,1,466
466,41,166,1082782545.0,1,467
467,41,157,1082782564.0,1,468
468,41,167,1082782610.0,1,469
469,41,168,1082782632.0,1,470
470,41,169,1082782648.0,1,471
471,41,134,1082782678.0,1,472
472,56,68,1082782768.0,1,473
473,41,56,1082782793.0,1,474
474,56,154,1082782821.0,1,475
475,56,170,1082782896.0,1,476
476,56,171,1082782914.0,1,477
477,56,172,1082782926.0,1,478
478,103,101,1082783260.0,1,479
479,51,157,1082783365.0,1,480
480,32,130,1082783508.0,1,481
481,8,58,1082784142.0,1,482
482,8,164,1082784235.0,1,483
483,103,63,1082784982.0,1,484
484,103,173,1082785151.0,1,485
485,67,154,1082785541.0,1,486
486,32,26,1082786041.0,1,487
487,96,163,1082787361.0,1,488
488,9,58,1082787836.0,1,489
489,41,56,1082787880.0,1,490
490,9,20,1082788102.0,1,491
491,9,165,1082788143.0,1,492
492,9,61,1082788304.0,1,493
493,103,109,1082789132.0,1,494
494,32,155,1082789253.0,1,495
495,32,109,1082789317.0,1,496
496,32,174,1082789394.0,1,497
497,175,50,1082789421.0,1,498
498,103,85,1082789902.0,1,499
499,124,109,1082789993.0,1,500
500,164,8,1082790172.0,1,501
501,103,63,1082790636.0,1,502
502,38,128,1082790887.0,1,503
503,103,63,1082790910.0,1,504
504,103,63,1082790969.0,1,505
505,19,109,1082791017.0,1,506
506,103,63,1082791077.0,1,507
507,103,63,1082791153.0,1,508
508,161,164,1082791166.0,1,509
509,161,164,1082791168.0,1,510
510,38,109,1082791216.0,1,511
511,41,63,1082791248.0,1,512
512,103,63,1082791336.0,1,513
513,176,63,1082791356.0,1,514
514,41,63,1082791358.0,1,515
515,176,63,1082791450.0,1,516
516,41,63,1082791473.0,1,517
517,161,63,1082791505.0,1,518
518,103,63,1082791511.0,1,519
519,41,63,1082791516.0,1,520
520,176,63,1082791562.0,1,521
521,41,63,1082791565.0,1,522
522,161,63,1082791575.0,1,523
523,103,63,1082791590.0,1,524
524,32,164,1082791592.0,1,525
525,176,63,1082791613.0,1,526
526,41,63,1082791645.0,1,527
527,176,63,1082791703.0,1,528
528,41,63,1082791710.0,1,529
529,161,63,1082791719.0,1,530
530,103,63,1082791745.0,1,531
531,41,177,1082791770.0,1,532
532,41,177,1082791774.0,1,533
533,164,178,1082791796.0,1,534
534,164,177,1082791813.0,1,535
535,32,175,1082791825.0,1,536
536,32,177,1082791841.0,1,537
537,176,63,1082791866.0,1,538
538,164,179,1082791868.0,1,539
539,41,63,1082791906.0,1,540
540,32,179,1082791920.0,1,541
541,41,63,1082791939.0,1,542
542,41,63,1082792036.0,1,543
543,41,63,1082792059.0,1,544
544,41,63,1082792143.0,1,545
545,161,63,1082792170.0,1,546
546,96,164,1082792284.0,1,547
547,41,63,1082792398.0,1,548
548,41,177,1082792455.0,1,549
549,41,177,1082792495.0,1,550
550,41,63,1082792526.0,1,551
551,41,177,1082792551.0,1,552
552,41,63,1082792614.0,1,553
553,161,63,1082792625.0,1,554
554,32,177,1082792629.0,1,555
555,41,177,1082792639.0,1,556
556,32,177,1082792720.0,1,557
557,41,177,1082792724.0,1,558
558,41,63,1082792756.0,1,559
559,41,180,1082792771.0,1,560
560,32,177,1082792854.0,1,561
561,41,63,1082792871.0,1,562
562,161,63,1082792886.0,1,563
563,41,177,1082792890.0,1,564
564,41,180,1082792912.0,1,565
565,177,32,1082793033.0,1,566
566,41,63,1082793068.0,1,567
567,41,177,1082793085.0,1,568
568,180,177,1082793094.0,1,569
569,180,177,1082793101.0,1,570
570,180,181,1082793170.0,1,571
571,41,177,1082793174.0,1,572
572,180,182,1082793224.0,1,573
573,41,180,1082793307.0,1,574
574,41,90,1082793327.0,1,575
575,41,63,1082793357.0,1,576
576,32,177,1082793383.0,1,577
577,41,180,1082793490.0,1,578
578,41,63,1082793513.0,1,579
579,41,177,1082793526.0,1,580
580,177,180,1082793558.0,1,581
581,177,180,1082793622.0,1,582
582,177,32,1082793670.0,1,583
583,41,180,1082793700.0,1,584
584,41,177,1082793755.0,1,585
585,41,180,1082793760.0,1,586
586,32,177,1082793781.0,1,587
587,41,63,1082793787.0,1,588
588,183,184,1082793881.0,1,589
589,41,63,1082794070.0,1,590
590,177,32,1082794114.0,1,591
591,32,177,1082794174.0,1,592
592,41,177,1082794221.0,1,593
593,177,32,1082794244.0,1,594
594,175,32,1082794283.0,1,595
595,32,177,1082794299.0,1,596
596,32,175,1082794329.0,1,597
597,41,168,1082794400.0,1,598
598,175,32,1082794526.0,1,599
599,41,168,1082794637.0,1,600
600,41,177,1082794645.0,1,601
601,177,32,1082794657.0,1,602
602,63,174,1082794679.0,1,603
603,174,63,1082794697.0,1,604
604,63,174,1082794707.0,1,605
605,174,63,1082794736.0,1,606
606,41,168,1082794747.0,1,607
607,41,177,1082794771.0,1,608
608,32,175,1082794790.0,1,609
609,63,174,1082794802.0,1,610
610,174,63,1082794833.0,1,611
611,41,168,1082794838.0,1,612
612,9,32,1082794860.0,1,613
613,41,177,1082794873.0,1,614
614,63,174,1082794876.0,1,615
615,32,177,1082794883.0,1,616
616,175,32,1082794917.0,1,617
617,32,175,1082795011.0,1,618
618,41,168,1082795045.0,1,619
619,41,177,1082795074.0,1,620
620,41,168,1082795084.0,1,621
621,41,168,1082795092.0,1,622
622,63,155,1082795137.0,1,623
623,174,63,1082795149.0,1,624
624,41,177,1082795168.0,1,625
625,177,32,1082795176.0,1,626
626,41,168,1082795183.0,1,627
627,175,32,1082795194.0,1,628
628,63,174,1082795208.0,1,629
629,174,63,1082795272.0,1,630
630,63,174,1082795293.0,1,631
631,41,168,1082795341.0,1,632
632,41,177,1082795363.0,1,633
633,41,177,1082795396.0,1,634
634,32,175,1082795417.0,1,635
635,41,177,1082795418.0,1,636
636,175,32,1082795610.0,1,637
637,175,32,1082795631.0,1,638
638,32,175,1082795710.0,1,639
639,41,177,1082795788.0,1,640
640,41,168,1082795801.0,1,641
641,174,63,1082795805.0,1,642
642,63,174,1082795864.0,1,643
643,41,168,1082795899.0,1,644
644,41,168,1082796000.0,1,645
645,41,177,1082796028.0,1,646
646,41,168,1082796053.0,1,647
647,41,177,1082796076.0,1,648
648,174,63,1082796103.0,1,649
649,63,174,1082796121.0,1,650
650,41,168,1082796413.0,1,651
651,41,177,1082796466.0,1,652
652,41,177,1082796748.0,1,653
653,41,177,1082796780.0,1,654
654,41,177,1082797126.0,1,655
655,9,32,1082797139.0,1,656
656,41,177,1082797141.0,1,657
657,41,185,1082797151.0,1,658
658,41,168,1082797165.0,1,659
659,185,147,1082797326.0,1,660
660,185,32,1082797493.0,1,661
661,41,185,1082797560.0,1,662
662,41,177,1082797577.0,1,663
663,32,185,1082797717.0,1,664
664,186,185,1082797726.0,1,665
665,140,185,1082797734.0,1,666
666,155,32,1082797735.0,1,667
667,32,155,1082797758.0,1,668
668,185,186,1082797791.0,1,669
669,155,63,1082797849.0,1,670
670,41,177,1082797958.0,1,671
671,103,177,1082798009.0,1,672
672,187,186,1082798153.0,1,673
673,185,97,1082798242.0,1,674
674,103,97,1082798277.0,1,675
675,187,186,1082798295.0,1,676
676,41,185,1082798385.0,1,677
677,41,185,1082798407.0,1,678
678,41,186,1082798448.0,1,679
679,41,185,1082798456.0,1,680
680,41,186,1082798529.0,1,681
681,185,63,1082798706.0,1,682
682,41,168,1082798741.0,1,683
683,187,186,1082798811.0,1,684
684,63,155,1082798883.0,1,685
685,63,185,1082798922.0,1,686
686,103,58,1082799018.0,1,687
687,103,63,1082799073.0,1,688
688,187,186,1082799132.0,1,689
689,103,188,1082799336.0,1,690
690,189,175,1082799344.0,1,691
691,189,175,1082799395.0,1,692
692,140,185,1082799492.0,1,693
693,187,186,1082799495.0,1,694
694,185,109,1082799513.0,1,695
695,140,185,1082799813.0,1,696
696,189,8,1082800356.0,1,697
697,102,97,1082800359.0,1,698
698,140,185,1082800502.0,1,699
699,41,86,1082800641.0,1,700
700,41,188,1082800924.0,1,701
701,101,100,1082801641.0,1,702
702,101,190,1082802260.0,1,703
703,191,175,1082802278.0,1,704
704,101,190,1082802281.0,1,705
705,101,190,1082802311.0,1,706
706,101,190,1082802380.0,1,707
707,101,190,1082802402.0,1,708
708,103,192,1082802453.0,1,709
709,101,190,1082802514.0,1,710
710,101,190,1082802555.0,1,711
711,101,190,1082802568.0,1,712
712,101,190,1082802619.0,1,713
713,101,190,1082802644.0,1,714
714,101,190,1082802655.0,1,715
715,101,190,1082802667.0,1,716
716,101,190,1082802673.0,1,717
717,193,149,1082802716.0,1,718
718,101,100,1082802726.0,1,719
719,193,190,1082802768.0,1,720
720,191,78,1082802803.0,1,721
721,101,190,1082802819.0,1,722
722,101,190,1082802827.0,1,723
723,190,109,1082802893.0,1,724
724,101,190,1082802914.0,1,725
725,193,190,1082802940.0,1,726
726,109,124,1082803230.0,1,727
727,103,109,1082803230.0,1,728
728,103,190,1082803315.0,1,729
729,103,109,1082803503.0,1,730
730,103,109,1082803592.0,1,731
731,41,192,1082804389.0,1,732
732,194,149,1082805529.0,1,733
733,194,195,1082805994.0,1,734
734,176,20,1082807759.0,1,735
735,176,61,1082807764.0,1,736
736,176,149,1082807780.0,1,737
737,176,120,1082807785.0,1,738
738,176,132,1082807790.0,1,739
739,176,86,1082807799.0,1,740
740,176,97,1082807823.0,1,741
741,176,72,1082807847.0,1,742
742,176,58,1082807851.0,1,743
743,176,8,1082807856.0,1,744
744,176,196,1082808059.0,1,745
745,176,197,1082808067.0,1,746
746,176,198,1082808071.0,1,747
747,176,199,1082808080.0,1,748
748,176,200,1082808084.0,1,749
749,176,190,1082808088.0,1,750
750,176,192,1082808093.0,1,751
751,176,201,1082808097.0,1,752
752,176,188,1082808101.0,1,753
753,176,202,1082808108.0,1,754
754,176,185,1082808113.0,1,755
755,176,203,1082808118.0,1,756
756,176,180,1082808131.0,1,757
757,176,181,1082808140.0,1,758
758,176,177,1082808145.0,1,759
759,176,184,1082808153.0,1,760
760,176,175,1082808160.0,1,761
761,176,166,1082808912.0,1,762
762,204,205,1082813713.0,1,763
763,204,104,1082813753.0,1,764
764,204,184,1082814036.0,1,765
765,189,144,1082814588.0,1,766
766,3,185,1082832584.0,1,767
767,3,32,1082833362.0,1,768
768,199,58,1082833487.0,1,769
769,63,185,1082833784.0,1,770
770,63,199,1082833945.0,1,771
771,63,184,1082833992.0,1,772
772,199,101,1082834275.0,1,773
773,194,199,1082835672.0,1,774
774,194,206,1082835766.0,1,775
775,194,207,1082835825.0,1,776
776,204,123,1082836027.0,1,777
777,121,191,1082836177.0,1,778
778,175,191,1082836204.0,1,779
779,204,129,1082836225.0,1,780
780,63,199,1082836274.0,1,781
781,101,184,1082836277.0,1,782
782,101,208,1082836380.0,1,783
783,63,46,1082836457.0,1,784
784,63,199,1082837518.0,1,785
785,101,88,1082838056.0,1,786
786,191,121,1082838759.0,1,787
787,191,175,1082838772.0,1,788
788,103,177,1082838861.0,1,789
789,199,20,1082838963.0,1,790
790,184,101,1082839022.0,1,791
791,103,132,1082839070.0,1,792
792,199,209,1082839321.0,1,793
793,101,184,1082839444.0,1,794
794,36,105,1082839806.0,1,795
795,103,210,1082839859.0,1,796
796,36,209,1082839951.0,1,797
797,184,101,1082840457.0,1,798
798,209,199,1082840582.0,1,799
799,199,209,1082840800.0,1,800
800,199,210,1082840963.0,1,801
801,101,184,1082841297.0,1,802
802,184,101,1082842693.0,1,803
803,176,101,1082844137.0,1,804
804,68,101,1082844540.0,1,805
805,32,198,1082845340.0,1,806
806,211,101,1082846758.0,1,807
807,212,209,1082846766.0,1,808
808,211,213,1082847002.0,1,809
809,211,93,1082847025.0,1,810
810,211,85,1082847072.0,1,811
811,189,199,1082847398.0,1,812
812,214,215,1082848269.0,1,813
813,103,109,1082848309.0,1,814
814,103,215,1082848352.0,1,815
815,103,82,1082848373.0,1,816
816,44,214,1082848393.0,1,817
817,103,215,1082848569.0,1,818
818,63,199,1082848571.0,1,819
819,63,199,1082848608.0,1,820
820,103,215,1082848718.0,1,821
821,103,215,1082848743.0,1,822
