,u,i,ts,label,idx
201,70,89,100540.0,1,1866
202,41,142,101168.0,1,22481
203,41,33,101168.0,1,22482
204,41,82,101168.0,1,22480
205,78,87,101716.0,1,22483
206,47,120,102552.0,1,1867
207,70,89,103034.0,1,1868
208,69,115,103241.0,1,6704
209,82,41,103244.0,1,22484
210,87,78,103987.0,1,22485
211,10,119,104143.0,1,6705
212,10,119,104368.0,1,6706
213,142,34,106169.0,1,22486
214,121,13,107834.0,1,39350
215,121,36,107834.0,1,39351
216,70,109,107986.0,1,1869
217,41,82,108237.0,1,22487
218,33,41,108312.0,1,22488
219,82,41,109153.0,1,22489
220,41,82,109483.0,1,22490
221,89,70,110811.0,1,1870
222,89,70,110922.0,1,1871
223,80,81,111124.0,1,14
224,80,86,111124.0,1,12
225,80,75,111124.0,1,11
226,80,50,111124.0,1,13
227,80,1,111124.0,1,10
228,80,12,111124.0,1,19
229,80,125,111124.0,1,24
230,80,99,111124.0,1,22
231,80,19,111124.0,1,23
232,80,140,111124.0,1,20
233,80,101,111124.0,1,18
234,80,110,111124.0,1,17
235,80,45,111124.0,1,21
236,80,76,111124.0,1,15
237,80,15,111124.0,1,16
238,34,142,111461.0,1,22491
239,93,100,111615.0,1,39352
240,109,70,111869.0,1,1872
241,41,33,112126.0,1,22492
242,94,41,112705.0,1,22493
243,87,108,112848.0,1,22494
244,59,70,112892.0,1,1873
245,94,78,113198.0,1,22497
246,94,108,113198.0,1,22498
247,94,132,113198.0,1,22500
248,94,33,113198.0,1,22499
249,94,87,113198.0,1,22496
250,94,53,113198.0,1,22495
251,62,27,114175.0,1,6707
252,50,12,114738.0,1,26
253,50,81,114738.0,1,25
254,94,33,115552.0,1,22501
255,118,63,117061.0,1,6708
256,118,63,117251.0,1,6709
257,27,62,117727.0,1,6710
258,27,69,117876.0,1,6711
259,40,132,118651.0,1,22502
260,132,40,118972.0,1,22503
261,132,40,119024.0,1,22504
262,89,70,121590.0,1,1874
263,71,120,136283.0,1,1875
264,99,50,169454.0,1,27
265,63,127,169548.0,1,6712
266,70,59,172064.0,1,1876
267,115,69,174715.0,1,6713
268,115,27,174715.0,1,6714
269,115,96,174983.0,1,6715
270,127,10,175464.0,1,6716
271,47,59,175547.0,1,1877
272,127,10,175812.0,1,6717
273,127,63,175812.0,1,6718
274,50,1,176505.0,1,28
275,50,86,176505.0,1,29
276,50,76,176505.0,1,31
277,50,80,176505.0,1,32
278,50,140,176505.0,1,34
279,50,81,176505.0,1,30
280,50,125,176505.0,1,36
281,50,19,176505.0,1,35
282,50,12,176505.0,1,33
283,70,89,176784.0,1,1878
284,89,70,176871.0,1,1879
285,118,95,177174.0,1,6719
286,127,63,177213.0,1,6721
287,127,10,177213.0,1,6720
288,89,70,180184.0,1,1880
289,70,89,181119.0,1,1881
290,72,120,182322.0,1,1882
291,117,100,183216.0,1,39353
292,94,108,184267.0,1,22505
293,59,70,184732.0,1,1883
294,70,89,185257.0,1,1884
295,114,26,185697.0,1,39354
296,26,114,186241.0,1,39355
297,89,70,186340.0,1,1885
298,87,33,187443.0,1,22506
299,57,69,187956.0,1,6722
300,69,27,189646.0,1,6723
301,127,10,191070.0,1,6724
302,27,69,191071.0,1,6725
303,69,96,191730.0,1,6726
304,100,123,193018.0,1,39356
305,100,123,193821.0,1,39357
306,120,47,194679.0,1,1886
307,13,121,194837.0,1,39359
308,13,107,194837.0,1,39358
309,13,36,194837.0,1,39360
310,23,139,194924.0,1,39361
311,69,97,195551.0,1,6730
312,69,62,195551.0,1,6729
313,69,57,195551.0,1,6734
314,69,27,195551.0,1,6732
315,69,136,195551.0,1,6733
316,69,115,195551.0,1,6728
317,69,58,195551.0,1,6731
318,69,9,195551.0,1,6727
319,26,23,195943.0,1,39362
320,70,89,196264.0,1,1887
321,26,100,196529.0,1,39363
322,62,115,198253.0,1,6735
323,115,62,199278.0,1,6736
324,62,115,200129.0,1,6737
325,89,70,200306.0,1,1888
326,132,40,204558.0,1,22507
327,18,52,205021.0,1,1889
328,18,52,205129.0,1,1890
329,132,40,205165.0,1,22508
330,18,52,205171.0,1,1891
331,89,70,205178.0,1,1892
332,132,40,205663.0,1,22509
333,41,82,206861.0,1,22510
334,82,41,206905.0,1,22511
335,41,82,207245.0,1,22512
336,82,41,207388.0,1,22513
337,82,41,207740.0,1,22514
338,41,82,207749.0,1,22515
339,70,89,208021.0,1,1893
340,13,121,208286.0,1,39365
341,13,107,208286.0,1,39364
342,13,36,208286.0,1,39366
343,41,82,208645.0,1,22516
344,82,41,208768.0,1,22517
345,70,89,208923.0,1,1894
346,41,82,209045.0,1,22518
347,132,40,209467.0,1,22519
348,82,41,209602.0,1,22520
349,82,41,209724.0,1,22521
350,41,82,210818.0,1,22522
351,82,41,210920.0,1,22523
352,41,82,211027.0,1,22524
353,82,41,211137.0,1,22525
354,62,97,211249.0,1,6738
355,62,136,211249.0,1,6739
356,62,83,211249.0,1,6742
357,62,57,211249.0,1,6740
358,62,10,211249.0,1,6741
359,41,82,211524.0,1,22526
360,82,41,211816.0,1,22527
361,131,58,212540.0,1,6743
362,131,63,212540.0,1,6744
363,21,114,212600.0,1,39367
364,131,27,215821.0,1,6745
365,62,97,216851.0,1,6746
366,62,10,216851.0,1,6749
367,62,57,216851.0,1,6748
368,62,83,216851.0,1,6750
369,62,136,216851.0,1,6747
370,27,131,217610.0,1,6751
371,27,62,228888.0,1,6752
372,118,63,254833.0,1,6753
373,118,63,254882.0,1,6754
374,70,89,257763.0,1,1895
375,41,82,262686.0,1,22528
376,70,105,263099.0,1,1896
377,70,72,263099.0,1,1897
378,70,29,263099.0,1,1900
379,70,124,263099.0,1,1899
380,70,109,263099.0,1,1901
381,70,59,263099.0,1,1898
382,70,29,263150.0,1,1902
383,12,50,263548.0,1,37
384,74,82,264986.0,1,22529
385,82,74,265140.0,1,22530
386,63,131,265234.0,1,6755
387,86,140,265456.0,1,38
388,74,82,265562.0,1,22531
389,86,50,265576.0,1,39
390,89,70,265720.0,1,1903
391,69,77,265774.0,1,6756
392,40,132,265857.0,1,22532
393,45,76,266523.0,1,40
394,69,102,266595.0,1,6757
395,69,57,266686.0,1,6758
396,70,89,266854.0,1,1904
397,74,34,266869.0,1,22533
398,69,58,266997.0,1,6759
399,25,59,267559.0,1,1905
400,136,62,267669.0,1,6760
401,34,74,267690.0,1,22534
402,58,131,268268.0,1,6761
403,132,40,268283.0,1,22535
404,132,98,268283.0,1,22536
405,102,27,269232.0,1,6762
406,10,119,269260.0,1,6763
407,10,119,269269.0,1,6764
408,134,115,269353.0,1,6765
409,27,57,269388.0,1,6766
410,89,70,269443.0,1,1906
411,25,138,269617.0,1,1907
412,70,89,270490.0,1,1908
413,109,70,270530.0,1,1909
414,70,109,271391.0,1,1910
415,74,82,271840.0,1,22537
416,74,33,272007.0,1,22538
417,98,87,272236.0,1,22539
418,87,98,272632.0,1,22540
419,98,87,272992.0,1,22541
420,69,27,273085.0,1,6767
421,94,108,273501.0,1,22542
422,127,63,273824.0,1,6768
423,70,59,273829.0,1,1911
424,127,63,273928.0,1,6769
425,32,129,276348.0,1,39376
426,32,121,276348.0,1,39369
427,32,13,276348.0,1,39375
428,32,93,276348.0,1,39371
429,32,92,276348.0,1,39370
430,32,23,276348.0,1,39374
431,32,36,276348.0,1,39377
432,32,67,276348.0,1,39378
433,32,107,276348.0,1,39368
434,32,137,276348.0,1,39373
435,32,117,276348.0,1,39372
436,36,21,276850.0,1,39379
437,136,10,278091.0,1,6770
438,69,115,278761.0,1,6772
439,69,62,278761.0,1,6773
440,69,136,278761.0,1,6777
441,69,57,278761.0,1,6778
442,69,9,278761.0,1,6771
443,69,97,278761.0,1,6774
444,69,58,278761.0,1,6775
445,69,27,278761.0,1,6776
446,82,41,278769.0,1,22543
447,69,118,278976.0,1,6781
448,69,95,278976.0,1,6779
449,69,60,278976.0,1,6780
450,69,126,278976.0,1,6782
451,67,32,280144.0,1,39380
452,62,97,280325.0,1,6783
453,118,63,281825.0,1,6784
454,13,36,282656.0,1,39382
455,13,121,282656.0,1,39381
456,59,70,283019.0,1,1912
457,3,100,283694.0,1,39383
458,93,107,284009.0,1,39384
459,3,121,284300.0,1,39385
460,27,62,284972.0,1,6785
461,40,132,285519.0,1,22544
462,99,50,285883.0,1,41
463,99,50,286149.0,1,42
464,99,50,286539.0,1,43
465,99,50,286762.0,1,44
466,134,118,287091.0,1,6786
467,62,27,288479.0,1,6787
468,27,56,289361.0,1,6788
469,47,120,289989.0,1,1913
470,62,27,290795.0,1,6789
471,27,62,292313.0,1,6790
472,57,27,292686.0,1,6792
473,57,63,292686.0,1,6793
474,57,58,292686.0,1,6791
475,89,70,295904.0,1,1914
476,131,58,297285.0,1,6794
477,118,63,300424.0,1,6795
478,82,74,301034.0,1,22545
479,63,127,341055.0,1,6796
480,118,63,344285.0,1,6797
481,120,47,345322.0,1,1915
482,89,70,346985.0,1,1916
483,127,10,347239.0,1,6798
484,118,63,348859.0,1,6799
485,118,95,348886.0,1,6800
486,82,41,348938.0,1,22546
487,142,41,349143.0,1,22547
488,118,27,349193.0,1,6801
489,70,89,350804.0,1,1917
490,70,89,350886.0,1,1918
491,36,32,352563.0,1,39387
492,36,121,352563.0,1,39386
493,127,10,352847.0,1,6802
494,36,32,353472.0,1,39392
495,36,92,353472.0,1,39390
496,36,93,353472.0,1,39393
497,36,117,353472.0,1,39394
498,36,67,353472.0,1,39399
499,36,121,353472.0,1,39389
500,36,107,353472.0,1,39388
501,36,26,353472.0,1,39391
502,36,137,353472.0,1,39395
503,36,129,353472.0,1,39398
504,36,23,353472.0,1,39396
505,36,13,353472.0,1,39397
506,115,58,353681.0,1,6803
507,82,41,354180.0,1,22548
508,41,87,354226.0,1,22549
509,41,82,354832.0,1,22550
510,82,41,355207.0,1,22551
511,41,132,355412.0,1,22552
512,41,82,355574.0,1,22553
513,87,41,356109.0,1,22554
514,132,98,356563.0,1,22555
515,41,108,356581.0,1,22556
516,41,98,356581.0,1,22557
517,132,40,356647.0,1,22558
518,36,32,356764.0,1,39400
519,36,129,356764.0,1,39401
520,36,32,356937.0,1,39402
521,132,108,357107.0,1,22559
522,69,126,357482.0,1,6804
523,41,87,357975.0,1,22560
524,41,87,358139.0,1,22561
525,76,110,359191.0,1,46
526,76,15,359191.0,1,45
527,118,95,359274.0,1,6805
528,118,63,359280.0,1,6806
529,108,53,359341.0,1,22562
530,82,74,359886.0,1,22563
531,70,52,359902.0,1,1919
532,70,52,359940.0,1,1920
533,74,82,360206.0,1,22564
534,82,41,361176.0,1,22565
535,12,125,361385.0,1,47
536,127,84,362028.0,1,6807
537,74,82,362624.0,1,22566
538,94,78,362849.0,1,22567
539,82,74,362984.0,1,22568
540,100,121,363140.0,1,39405
541,100,23,363140.0,1,39414
542,100,114,363140.0,1,39415
543,100,21,363140.0,1,39416
544,100,123,363140.0,1,39410
545,100,13,363140.0,1,39417
546,100,139,363140.0,1,39403
547,100,36,363140.0,1,39419
548,100,129,363140.0,1,39418
549,100,93,363140.0,1,39409
550,100,107,363140.0,1,39404
551,100,3,363140.0,1,39411
552,100,137,363140.0,1,39413
553,100,117,363140.0,1,39412
554,100,92,363140.0,1,39406
555,100,26,363140.0,1,39407
556,100,32,363140.0,1,39408
557,59,70,363306.0,1,1921
558,127,10,364536.0,1,6808
559,9,69,364786.0,1,6809
560,9,57,364786.0,1,6813
561,9,118,364786.0,1,6814
562,9,95,364786.0,1,6810
563,9,62,364786.0,1,6811
564,9,27,364786.0,1,6812
565,115,27,365708.0,1,6815
566,127,10,365783.0,1,6816
567,82,74,365923.0,1,22569
568,82,74,366297.0,1,22570
569,108,41,366942.0,1,22571
570,41,82,367031.0,1,22572
571,41,87,367124.0,1,22573
572,69,27,367138.0,1,6817
573,69,57,367138.0,1,6818
574,108,132,367193.0,1,22574
575,82,41,367498.0,1,22575
576,74,82,367619.0,1,22576
577,74,82,367663.0,1,22577
578,108,98,367820.0,1,22578
579,108,98,368270.0,1,22579
580,36,32,368743.0,1,39420
581,23,26,369818.0,1,39421
582,27,115,369962.0,1,6819
583,32,23,370167.0,1,39422
584,52,47,370275.0,1,1922
585,132,40,370624.0,1,22580
586,87,41,371076.0,1,22581
587,41,94,371287.0,1,22587
588,41,74,371287.0,1,22589
589,41,78,371287.0,1,22588
590,41,98,371287.0,1,22593
591,41,28,371287.0,1,22594
592,41,33,371287.0,1,22592
593,41,142,371287.0,1,22591
594,41,40,371287.0,1,22586
595,41,108,371287.0,1,22590
596,41,87,371287.0,1,22584
597,41,132,371287.0,1,22595
598,41,53,371287.0,1,22582
599,41,34,371287.0,1,22585
600,41,103,371287.0,1,22596
601,41,44,371287.0,1,22583
602,47,120,371802.0,1,1923
603,99,50,371954.0,1,48
604,41,82,374970.0,1,22597
605,41,132,375102.0,1,22611
606,41,53,375102.0,1,22598
607,41,44,375102.0,1,22599
608,41,40,375102.0,1,22602
609,41,98,375102.0,1,22609
610,41,142,375102.0,1,22607
611,41,33,375102.0,1,22608
612,41,28,375102.0,1,22610
613,41,103,375102.0,1,22612
614,41,94,375102.0,1,22603
615,41,78,375102.0,1,22604
616,41,74,375102.0,1,22605
617,41,108,375102.0,1,22606
618,41,87,375102.0,1,22600
619,41,34,375102.0,1,22601
620,82,41,379107.0,1,22613
621,70,59,473164.0,1,1924
622,74,82,568393.0,1,22614
623,70,59,589971.0,1,1925
624,120,47,602750.0,1,1926
625,47,52,605156.0,1,1927
626,32,93,607146.0,1,39428
627,32,123,607146.0,1,39429
628,32,26,607146.0,1,39427
629,32,129,607146.0,1,39438
630,32,139,607146.0,1,39423
631,32,107,607146.0,1,39424
632,32,36,607146.0,1,39439
633,32,5,607146.0,1,39440
634,32,23,607146.0,1,39434
635,32,114,607146.0,1,39435
636,32,137,607146.0,1,39433
637,32,92,607146.0,1,39426
638,32,121,607146.0,1,39425
639,32,3,607146.0,1,39430
640,32,13,607146.0,1,39437
641,32,21,607146.0,1,39436
642,32,100,607146.0,1,39431
643,32,117,607146.0,1,39432
644,102,62,607405.0,1,6820
645,108,53,607824.0,1,22615
646,74,33,608240.0,1,22616
647,40,132,608743.0,1,22617
648,25,59,608750.0,1,1929
649,25,70,608750.0,1,1928
650,27,9,608805.0,1,6821
651,136,62,608823.0,1,6822
652,74,82,609645.0,1,22618
653,52,47,610430.0,1,1930
654,100,23,610689.0,1,39450
655,100,114,610689.0,1,39451
656,100,13,610689.0,1,39452
657,100,129,610689.0,1,39453
658,100,32,610689.0,1,39445
659,100,121,610689.0,1,39442
660,100,26,610689.0,1,39444
661,100,68,610689.0,1,39449
662,100,107,610689.0,1,39441
663,100,92,610689.0,1,39443
664,100,36,610689.0,1,39454
665,100,3,610689.0,1,39447
666,100,123,610689.0,1,39446
667,100,117,610689.0,1,39448
668,70,25,613283.0,1,1931
669,32,100,615921.0,1,39455
670,100,92,615958.0,1,39456
671,100,123,615958.0,1,39460
672,100,93,615958.0,1,39459
673,100,26,615958.0,1,39457
674,100,23,615958.0,1,39462
675,100,32,615958.0,1,39458
676,100,129,615958.0,1,39464
677,100,114,615958.0,1,39463
678,100,117,615958.0,1,39461
679,100,93,616162.0,1,39465
680,142,53,616820.0,1,22619
681,94,41,616872.0,1,22620
682,33,94,616881.0,1,22621
683,25,70,618461.0,1,1932
684,100,121,619339.0,1,39466
685,140,86,619841.0,1,49
686,10,119,619996.0,1,6823
687,10,119,620068.0,1,6824
688,10,115,620132.0,1,6825
689,109,122,620218.0,1,1933
690,82,33,620219.0,1,22622
691,94,87,620245.0,1,22623
692,41,94,620712.0,1,22624
693,100,13,620750.0,1,39481
694,100,107,620750.0,1,39468
695,100,129,620750.0,1,39482
696,100,32,620750.0,1,39472
697,100,21,620750.0,1,39480
698,100,114,620750.0,1,39479
699,100,92,620750.0,1,39470
700,100,123,620750.0,1,39474
701,100,93,620750.0,1,39473
702,100,36,620750.0,1,39483
703,100,26,620750.0,1,39471
704,100,139,620750.0,1,39467
705,100,121,620750.0,1,39469
706,100,3,620750.0,1,39475
707,100,117,620750.0,1,39476
708,100,137,620750.0,1,39477
709,100,23,620750.0,1,39478
710,41,142,620767.0,1,22634
711,41,33,620767.0,1,22635
712,41,28,620767.0,1,22637
713,41,34,620767.0,1,22628
714,41,40,620767.0,1,22629
715,41,94,620767.0,1,22630
716,41,108,620767.0,1,22633
717,41,74,620767.0,1,22632
718,41,44,620767.0,1,22626
719,41,53,620767.0,1,22625
720,41,103,620767.0,1,22639
721,41,132,620767.0,1,22638
722,41,98,620767.0,1,22636
723,41,78,620767.0,1,22631
724,41,87,620767.0,1,22627
725,41,87,620880.0,1,22640
726,82,33,620889.0,1,22641
727,115,10,621537.0,1,6826
728,69,57,621796.0,1,6828
729,69,27,621796.0,1,6827
730,70,59,622521.0,1,1934
731,27,69,622604.0,1,6829
732,122,109,622835.0,1,1935
733,109,122,623591.0,1,1936
734,122,109,623695.0,1,1937
735,25,59,623722.0,1,1939
736,25,70,623722.0,1,1938
737,102,27,624223.0,1,6830
738,109,122,625511.0,1,1940
739,57,69,629281.0,1,6831
740,57,27,629281.0,1,6832
741,3,93,629603.0,1,39484
742,41,82,631403.0,1,22642
743,33,94,632005.0,1,22643
744,27,57,632918.0,1,6833
745,53,78,635399.0,1,22644
746,41,33,636831.0,1,22645
747,27,102,636856.0,1,6834
748,82,33,637977.0,1,22646
749,134,63,638635.0,1,6835
750,78,94,638877.0,1,22647
751,33,41,640008.0,1,22648
752,36,117,641560.0,1,39485
753,33,41,645221.0,1,22649
754,33,82,645221.0,1,22650
755,33,74,646158.0,1,22651
756,33,74,646303.0,1,22652
757,82,74,646321.0,1,22653
758,33,41,646596.0,1,22654
759,33,41,649571.0,1,22655
760,33,82,649605.0,1,22656
761,82,33,649643.0,1,22657
762,74,82,655219.0,1,22658
763,63,118,688128.0,1,6836
764,109,122,695164.0,1,1941
765,122,109,697628.0,1,1942
766,63,118,698625.0,1,6837
767,62,83,699196.0,1,6852
768,62,63,699196.0,1,6851
769,62,10,699196.0,1,6850
770,62,27,699196.0,1,6846
771,62,136,699196.0,1,6847
772,62,102,699196.0,1,6854
773,62,57,699196.0,1,6848
774,62,77,699196.0,1,6845
775,62,126,699196.0,1,6853
776,62,95,699196.0,1,6842
777,62,97,699196.0,1,6843
778,62,58,699196.0,1,6844
779,62,115,699196.0,1,6841
780,62,131,699196.0,1,6838
781,62,9,699196.0,1,6839
782,62,118,699196.0,1,6849
783,62,69,699196.0,1,6840
784,108,132,699943.0,1,22659
785,47,52,700079.0,1,1943
786,47,120,700079.0,1,1944
787,40,132,701970.0,1,22660
788,98,74,705156.0,1,22661
789,47,120,705345.0,1,1946
790,47,52,705345.0,1,1945
791,100,137,706979.0,1,39486
792,41,87,707263.0,1,22663
793,41,142,707263.0,1,22669
794,41,53,707263.0,1,22662
795,41,33,707263.0,1,22670
796,41,98,707263.0,1,22671
797,41,132,707263.0,1,22672
798,41,103,707263.0,1,22673
799,41,34,707263.0,1,22664
800,41,94,707263.0,1,22665
801,41,78,707263.0,1,22666
802,41,108,707263.0,1,22668
803,41,74,707263.0,1,22667
804,137,23,707897.0,1,39487
805,27,57,708232.0,1,6855
806,102,69,708788.0,1,6856
807,117,36,709085.0,1,39488
808,117,100,709402.0,1,39489
809,100,13,710805.0,1,39503
810,100,93,710805.0,1,39495
811,100,92,710805.0,1,39492
812,100,21,710805.0,1,39502
813,100,5,710805.0,1,39505
814,100,129,710805.0,1,39504
815,100,107,710805.0,1,39491
816,100,32,710805.0,1,39494
817,100,26,710805.0,1,39493
818,100,123,710805.0,1,39496
819,100,139,710805.0,1,39490
820,100,137,710805.0,1,39499
821,100,117,710805.0,1,39498
822,100,23,710805.0,1,39500
823,100,114,710805.0,1,39501
824,100,3,710805.0,1,39497
825,109,122,711326.0,1,1947
826,122,109,712034.0,1,1948
827,57,62,712232.0,1,6858
828,57,69,712232.0,1,6857
829,57,58,712232.0,1,6859
830,60,126,713173.0,1,6860
831,13,107,714230.0,1,39506
832,13,121,714230.0,1,39507
833,13,36,714230.0,1,39508
834,25,70,716901.0,1,1949
835,25,59,716901.0,1,1950
836,60,126,717288.0,1,6861
837,41,94,718451.0,1,22674
838,41,94,718474.0,1,22680
839,41,53,718474.0,1,22675
840,41,108,718474.0,1,22683
841,41,78,718474.0,1,22681
842,41,87,718474.0,1,22677
843,41,40,718474.0,1,22679
844,41,34,718474.0,1,22678
845,41,28,718474.0,1,22687
846,41,44,718474.0,1,22676
847,41,103,718474.0,1,22689
848,41,132,718474.0,1,22688
849,41,33,718474.0,1,22685
850,41,98,718474.0,1,22686
851,41,142,718474.0,1,22684
852,41,74,718474.0,1,22682
853,41,103,718755.0,1,22704
854,41,132,718755.0,1,22703
855,41,33,718755.0,1,22700
856,41,28,718755.0,1,22702
857,41,87,718755.0,1,22692
858,41,98,718755.0,1,22701
859,41,78,718755.0,1,22696
860,41,74,718755.0,1,22697
861,41,108,718755.0,1,22698
862,41,142,718755.0,1,22699
863,41,53,718755.0,1,22690
864,41,34,718755.0,1,22693
865,41,40,718755.0,1,22694
866,41,94,718755.0,1,22695
867,41,44,718755.0,1,22691
868,50,19,719684.0,1,50
869,137,107,720147.0,1,39509
870,137,36,720147.0,1,39511
871,137,13,720147.0,1,39510
872,118,63,720634.0,1,6862
873,118,95,720645.0,1,6863
874,94,41,723435.0,1,22705
875,27,115,726220.0,1,6864
876,27,63,726420.0,1,6866
