node src,node dst,timestamp,duration
11,1263,1090412268,93
30,3271,1090420488,18
11,1263,1090420572,579
30,3265,1090420635,38
30,3260,1090420789,10
30,3260,1090420820,50
30,3271,1090421096,25
3271,30,1090421278,49
3271,30,1090421451,58
3265,30,1090421929,96
30,3265,1090426454,31
30,107,1090426678,3
11,5,1090427674,105
201,11,1090427934,15
201,11,1090428390,5
201,11,1090428586,7
201,11,1090428610,4
102,9319,1090429000,21
11,1263,1090429421,4
1263,11,1090429816,1473
3250,30,1090431442,138
102,9949,1090433343,45
102,9286,1090433489,21
11,1263,1090433506,28
9949,102,1090433667,158
11,1263,1090434023,444
102,9947,1090439529,41
30,3271,1090448154,118
30,3271,1090448360,82
30,3271,1090448675,104
3271,30,1090451709,37
3271,30,1090451785,22
30,3265,1090452736,154
3271,30,1090452907,90
30,3265,1090453114,27
5,531,1090460222,4782
449,30,1090460925,57
9,1049,1090469470,40
102,9319,1090485589,52
1263,11,1090492342,487
102,9319,1090492634,39
1263,11,1090494226,18
102,107,1090495994,279
102,107,1090496285,16
102,107,1090496335,7
11,1263,1090496737,11
1263,11,1090501219,469
1263,11,1090502710,541
1263,11,1090504878,427
5,107,1090508008,157
11,1263,1090508783,328
1263,11,1090509360,137
1263,11,1090516896,83
5,466,1090519980,10
5,470,1090520066,35
5,107,1090520114,53
102,9925,1090521067,30
1263,11,1090521571,100
11,1263,1090522467,65
11,5,1090522769,58
5,11,1090524683,98
5,60,1090524802,98
5,504,1090525321,2
1263,11,1090525549,10
5,504,1090529115,699
102,107,1090531934,214
30,107,1090535943,12
30,3271,1090536000,113
102,9925,1090539811,38
11,1263,1090575160,119
1263,11,1090585105,1082
30,107,1090586913,5
102,107,1090587326,35
11,1263,1090587838,493
102,9927,1090587862,52
102,9319,1090588309,79
102,107,1090590182,114
102,9980,1090590319,61
1263,11,1090590813,213
11,1263,1090591779,952
1263,11,1090593891,620
5,107,1090594740,93
5,561,1090594864,69
5,421,1090595884,73
1263,11,1090598456,351
1263,11,1090601025,122
8,914,1090601114,191
993,8,1090602673,70
102,9949,1090611109,92
102,107,1090611213,72
8,107,1090613253,81
947,8,1090613375,27
947,8,1090613434,71
8,23,1090613855,158
102,9949,1090614167,34
8,201,1090614718,129
102,107,1090615671,72
102,9949,1090615765,8
8,294,1090615827,39
947,8,1090618187,22
8,993,1090619710,58
201,8,1090620227,23
102,107,1090621918,29
3269,30,1090622706,214
30,3265,1090625503,8
30,3260,1090625562,26
3265,30,1090625707,12
914,8,1090628017,48
102,9319,1090630717,12
9319,102,1090631231,1772
23,8,1090632132,13
8,993,1090632195,10
8,993,1090632258,51
102,9948,1090633102,206
102,9261,1090639259,3
102,107,1090641443,157
102,107,1090674693,4
102,9928,1090674767,303
102,107,1090697459,108
102,9261,1090697644,38
102,9920,1090697735,27
102,9293,1090697804,35
102,9928,1090699410,15
102,9925,1090700113,35
9925,102,1090700222,662
102,107,1090700912,57
102,9920,1090700999,9
102,9293,1090701045,37
9293,102,1090701234,222
9261,102,1090701483,617
3269,30,1090702707,115
11,1214,1090703619,101
102,107,1090703951,19
30,3269,1090706716,21
1263,11,1090744449,205
5,476,1090749792,27
476,5,1090750129,199
1263,11,1090751099,130
1263,11,1090753805,167
11,1263,1090754483,85
102,107,1090758710,31
102,107,1090758810,91
102,9968,1090759019,484
1263,11,1090760193,143
102,9286,1090760349,6
1263,11,1090762593,69
1263,11,1090763568,66
201,8,1090765319,3
8,107,1090765853,173
8,804,1090766062,680
1198,11,1090768432,19
102,107,1090768445,33
102,9928,1090768651,35
102,142,1090769500,270
102,107,1090771097,1
102,9947,1090771190,47
102,6099,1090771379,49
102,9949,1090771881,38
9266,102,1090771957,127
102,107,1090773068,46
102,107,1090773126,30
102,9309,1090773719,36
102,107,1090774947,23
102,9928,1090775006,272
102,107,1090779212,27
102,107,1090783254,10
102,9920,1090783384,10
216,8,1090783392,555
102,9293,1090783431,24
9928,102,1090783495,675
8,902,1090784278,120
102,9928,1090785919,25
902,8,1090786748,202
902,8,1090787399,135
397,5,1090790982,82
102,107,1090791484,56
102,107,1090792296,201
5,531,1090806045,417
11,1263,1090826173,11
1263,11,1090831726,83
11,1263,1090833299,238
5,531,1090835710,17
5,531,1090835782,37
5,531,1090835832,1145
1263,11,1090837384,112
1263,11,1090837521,24
1263,11,1090837920,13
1263,11,1090840806,48
102,107,1090844731,195
8,107,1090844985,103
201,11,1090845534,4
1263,11,1090846413,329
1289,12,1090846558,212
12,1349,1090850018,31
980,8,1090850977,648
12,1349,1090851318,26
1349,12,1090851377,148
8,902,1090852260,213
954,8,1090854866,285
1456,12,1090857045,372
5,531,1090857430,71
11,1263,1090858270,159
980,8,1090859706,678
1263,11,1090859752,85
102,107,1090861907,5
12,12,1090862083,74
1357,12,1090862333,134
1263,11,1090862611,184
11,1263,1090866483,71
11,1263,1090867275,66
1456,12,1090868089,113
1456,12,1090868360,82
1456,12,1090869719,155
102,9925,1090870609,41
102,9252,1090870693,119
8,982,1090871119,182
102,107,1090871201,33
102,9925,1090871279,1624
976,8,1090873003,56
976,8,1090873142,55
102,9261,1090874114,28
914,8,1090875689,118
993,8,1090877649,255
102,107,1090880126,68
914,8,1090881426,50
5,549,1090884299,38
5,549,1090884350,112
5,549,1090884493,109
5,549,1090884630,152
5,531,1090884849,698
9261,102,1090886618,32
947,8,1090889105,35
216,8,1090892256,21
102,9261,1090898919,40
1349,12,1090911894,294
12,12,1090912242,73
12,1315,1090912380,548
11,1263,1090912574,8
11,1227,1090912608,4
12,1389,1090923031,21
12,1456,1090923094,18
1263,11,1090924168,149
845,8,1090924318,44
11,1263,1090924337,334
11,1263,1090925145,6
1313,12,1090930562,94
12,249,1090932826,2
1456,12,1090933149,308
11,1263,1090934373,98
12,1315,1090934467,21
12,249,1090934523,34
5,453,1090937618,334
11,1263,1090938920,213
11,1263,1090941297,241
11,1263,1090941551,23
1263,11,1090941564,93
11,142,1090941696,13
12,12,1090943409,42
1263,11,1090945236,284
12,1456,1090945549,26
1263,11,1090945989,103
12,12,1090946054,45
12,1456,1090946144,58
12,1456,1090947166,36
102,112,1090948040,111
12,1456,1090948750,69
11,1263,1090949989,91
980,8,1090950131,591
8,201,1090967266,69
8,201,1090969228,14
8,107,1090970261,180
102,107,1090972568,65
102,9961,1090972755,41
8,201,1090976288,53
8,107,1090980551,12
8,107,1090980571,3
11,1263,1091006203,420
11,1263,1091006698,10
102,9319,1091006757,104
5,549,1091008072,33
5,549,1091008593,122
12,1454,1091009498,40
12,1454,1091010180,48
1263,11,1091013068,159
1263,11,1091013255,466
11,1263,1091013802,7
11,1263,1091013821,520
102,9967,1091014141,42
102,9924,1091014416,46
102,9947,1091014548,76
11,1263,1091015438,8
11,1263,1091015467,10
11,1263,1091015499,9
216,8,1091015525,18
11,1263,1091016675,12
11,1263,1091017307,6
11,1263,1091017854,7
102,9928,1091018247,101
102,9928,1091018442,59
102,112,1091018573,166
9928,102,1091018950,181
8,947,1091019632,51
8,201,1091019742,51
947,8,1091019777,56
8,23,1091019873,25
8,914,1091019940,59
8,993,1091020035,81
11,1263,1091021635,7
11,1263,1091024916,9
11,1227,1091024953,147
8,201,1091026890,32
8,23,1091026961,24
8,914,1091027018,16
8,947,1091027072,20
1263,11,1091035124,11
11,1263,1091035877,65
102,112,1091036956,34
102,2818,1091037004,315
1263,11,1091037770,53
102,9928,1091038293,8
11,1263,1091038820,456
9928,102,1091042217,137
5,531,1091043854,204
5,531,1091044131,76
231,8,1091049412,426
5,11,1091049577,132
5,60,1091049694,133
5,107,1091050792,118
5,377,1091050951,9
5,566,1091050988,68
493,5,1091051407,61
102,9307,1091052752,7
102,9252,1091052802,69
5,559,1091052861,11
5,559,1091053369,16
102,9960,1091053469,33
8,107,1091055114,22
8,914,1091055174,69
478,5,1091055991,75
102,9907,1091057655,34
102,9252,1091060516,27
12,12,1091085169,16
12,1450,1091086357,6
12,1442,1091086381,51
12,1442,1091087373,65
12,12,1091093018,36
12,1357,1091093215,44
12,1442,1091093307,80
11,1227,1091093369,7
12,1443,1091093421,39
12,1411,1091093706,52
5,107,1091094591,2
11,1206,1091096328,115
5,11,1091097322,185
5,60,1091097441,184
5,531,1091097851,10
5,531,1091097879,77
5,531,1091098038,67
11,1263,1091102974,125
1263,11,1091103766,150
1263,11,1091104091,13
949,8,1091106372,45
12,12,1091109209,15
12,1377,1091109257,8
294,8,1091110475,38
437,8,1091110551,676
102,9947,1091112222,40
102,107,1091112291,182
201,8,1091113016,56
8,23,1091113099,140
8,216,1091113266,367
8,201,1091113659,170
8,23,1091113850,170
294,8,1091113869,72
1263,11,1091116230,130
1263,11,1091116391,482
11,1263,1091116892,672
12,1379,1091117092,253
23,8,1091117344,30
8,216,1091117413,139
914,8,1091117556,90
8,23,1091117691,53
12,1381,1091117717,295
993,8,1091117971,47
216,8,1091118054,44
947,8,1091119035,47
23,8,1091119200,125
5,531,1091119914,32
5,531,1091119979,32
5,531,1091120059,32
5,531,1091120107,32
1263,11,1091121574,287
8,23,1091122186,79
8,23,1091123050,71
23,8,1091123358,52
8,23,1091124745,94
11,1263,1091125507,10
11,1263,1091125539,7
11,1263,1091125576,7
11,1227,1091125609,12
1263,11,1091125665,318
11,1263,1091126792,27
5,531,1091127551,10
5,531,1091127573,81
9293,102,1091127786,895
102,9319,1091129262,22
8,201,1091129511,19
216,8,1091129948,25
8,201,1091132394,251
12,1379,1091132432,49
201,8,1091133021,52
201,8,1091133168,149
5,531,1091136257,35
5,531,1091136352,31
5,531,1091136405,653
5,531,1091137075,177
12,1379,1091137633,34
8,201,1091141060,55
993,8,1091141296,18
8,107,1091141963,55
8,23,1091143858,15
947,8,1091151076,72
102,107,1091158271,60
102,107,1091177584,285
294,8,1091184755,52
5,530,1091185525,301
8,201,1091186367,46
8,978,1091186435,9
5,530,1091186500,286
8,201,1091186502,13
8,231,1091186602,24
9908,102,1091187754,30
102,107,1091188067,40
201,8,1091189361,28
102,107,1091191301,19
102,107,1091194932,44
294,8,1091197652,13
8,231,1091198526,34
1008,8,1091202548,239
102,107,1091203711,46
5,531,1091205064,159
5,531,1091205916,51
8,107,1091207620,49
8,216,1091207716,132
12,12,1091210613,69
12,1456,1091210778,390
5,60,1091210952,33
5,60,1091211026,83
102,107,1091214876,40
12,12,1091215015,53
12,1456,1091215104,1281
504,5,1091215575,203
5,60,1091215820,9
5,504,1091215853,99
1378,12,1091216031,54
12,1442,1091216408,556
102,9951,1091222299,58
102,9925,1091222411,1036
102,9925,1091228775,19
9293,102,1091229552,311
9925,102,1091229865,74
12,1378,1091265948,23
12,12,1091267734,28
5,107,1091269442,111
5,531,1091269575,98
5,531,1091269692,217
102,107,1091271153,54
102,9925,1091281746,49
102,107,1091283466,70
5,531,1091285276,79
492,5,1091285862,24
102,9923,1091288395,23
8,107,1091289104,25
8,939,1091289174,21
5,531,1091290140,159
102,9952,1091292119,66
5,531,1091294619,32
5,531,1091294641,9
5,531,1091294704,32
5,531,1091294758,28
5,492,1091295296,5
5,531,1091302552,12
102,9925,1091303066,95
9925,102,1091303097,628
939,8,1091305269,97
5,107,1091305556,53
5,504,1091305665,263
939,8,1091306934,30
9261,102,1091307255,105
5,447,1091307349,14
102,9925,1091308221,11
102,9925,1091308855,9
504,5,1091309899,21
12,1460,1091316358,42
12,1460,1091316428,288
5,470,1091317278,24
8,967,1091323699,165
939,8,1091326635,27
8,939,1091326713,16
12,1456,1091342803,1
12,201,1091343013,378
12,12,1091343506,12
12,12,1091343870,15
5,531,1091355083,430
5,531,1091356324,73
5,531,1091356526,206
5,531,1091356748,67
5,531,1091356828,1025
5,376,1091357928,646
5,559,1091358625,209
5,559,1091358861,6
5,559,1091359105,35
5,417,1091359330,90
5,567,1091359573,26
5,531,1091359664,108
5,531,1091359795,92
5,549,1091360062,15
1454,12,1091361631,452
12,1378,1091362599,14
12,1442,1091380043,999
5,531,1091382120,136
12,12,1091382343,10
5,566,1091384796,45
5,566,1091384904,73
5,549,1091386243,50
5,549,1091386346,35
5,417,1091394385,55
417,5,1091394504,168
102,107,1091395088,90
5,107,1091433509,24
5,107,1091433543,61
5,107,1091436150,197
5,107,1091437185,61
5,107,1091437294,134
5,368,1091437465,294
5,549,1091440929,149
12,12,1091442555,43
12,1454,1091443263,25
5,419,1091445270,156
12,12,1091448424,58
5,549,1091465340,90
5,549,1091465442,87
102,107,1091471369,54
102,9267,1091472947,50
102,9920,1091473268,16
102,9267,1091473301,2
102,9267,1091473358,34
102,9319,1091473592,668
102,9267,1091474464,2
9319,102,1091474530,1927
102,9293,1091476837,67
102,107,1091477318,33
5,531,1091478519,13
5,549,1091478569,89
5,549,1091478736,295
102,107,1091483354,22
102,107,1091483402,23
5,549,1091483452,372
5,549,1091484906,29
5,549,1091484948,38
5,549,1091485030,106
5,549,1091487328,43
4,235,1091534212,659
4,23,1091546029,48
102,9980,1091546086,138
5,142,1091551197,321
4,157,1091559916,16
157,4,1091559936,112
9319,102,1091570015,103
9319,102,1091570182,21
30,3212,1091572214,112
30,3212,1091572648,83
4,204,1091614799,8
102,9949,1091624078,45
102,107,1091648786,59
102,107,1091648951,67
5,396,1091649956,3
5,553,1091659225,49
5,394,1091706185,3
5,396,1091706328,12
4,235,1091707839,718
4,157,1091723550,4
5,142,1091804363,86
4,157,1091812145,51
5,554,1091814821,61
5,554,1091815266,42
4,283,1091817380,149
4,8,1091820234,15
4,23,1091820598,19
4,8,1091821753,22
4,8,1091823563,24
4,23,1091823683,41
4,23,1091825317,69
4,231,1091825517,80
231,4,1091826485,28
4,231,1091826943,43
4,8,1091827107,7
4,8,1091827131,20
4,23,1091827470,56
4,192,1091827967,197
4,294,1091828494,86
4,231,1091828724,5
4,192,1091828909,119
4,23,1091880869,18
4,235,1091882475,89
5,396,1091890861,55
5,395,1091891013,30
5,395,1091894460,3
5,396,1091894484,229
5,395,1091894755,78
5,396,1091898636,19
4,186,1091901218,20
4,104,1091901368,10
559,5,1091905653,88
4,296,1091911439,34
296,4,1091913158,16
4,296,1091922946,119
4,186,1091923159,52
4,235,1091949658,64
4,235,1091955316,724
5,531,1091957356,278
5,107,1091961569,276
5,531,1091973044,82
5,107,1091983888,22
4,235,1091984778,432
5,107,1091985461,76
5,566,1091985557,38
5,531,1091985617,65
5,504,1091985752,42
5,107,1091988936,48
5,107,1091991773,37
5,107,1091992721,40
4,186,1091995699,24
4,186,1091995770,8
4,154,1091995827,535
4,154,1091996396,22
4,154,1091996483,51
4,170,1091996587,41
4,266,1091996680,25
5,528,1091997336,422
5,528,1091998725,209
5,528,1091998946,697
5,566,1092002419,125
266,4,1092006382,164
5,566,1092010302,22
566,5,1092010345,18
566,5,1092010425,16
5,566,1092010642,12
101,283,1092022074,52
5,367,1092042886,33
5,367,1092042943,57
5,366,1092043123,107
11,1194,1092053476,46
1194,11,1092053556,334
1194,11,1092054485,20
1194,11,1092054535,171
11,1195,1092054917,51
1195,11,1092055045,615
5390,74,1092057879,107
74,5547,1092060968,2
74,5390,1092061026,70
7071,74,1092061968,174
5390,74,1092062604,18
74,7178,1092064035,18
74,7178,1092064106,62
101,9808,1092067205,49
4,192,1092070802,2
4,192,1092070813,1
9789,101,1092071874,71
4,157,1092072230,164
157,4,1092073057,57
74,7178,1092074164,271
5,107,1092074338,33
5,531,1092074515,1126
74,5390,1092075768,135
74,5392,1092082876,28
74,7055,1092083916,8
74,7055,1092083998,33
5,531,1092091662,299
5,531,1092093084,64
1195,11,1092118898,540
5547,74,1092124142,64
7071,74,1092125395,409
74,5392,1092125983,164
74,5547,1092130920,35
74,7162,1092132963,93
74,7101,1092133382,7
5547,74,1092133464,89
74,7247,1092134059,53
5,547,1092135311,137
5,558,1092135480,44
5,531,1092135843,210
5,504,1092136138,39
4,235,1092138478,432
5,107,1092138480,22
1194,11,1092139732,100
1194,11,1092140459,356
74,7182,1092147498,760
74,7131,1092148312,36
7071,74,1092150830,221
74,7071,1092152384,97
7071,74,1092152416,103
74,7081,1092152950,170
74,7067,1092153486,1945
5,550,1092153630,936
5,512,1092154589,613
5,519,1092155236,51
5,517,1092155342,45
5,381,1092155413,31
5,484,1092156043,7
74,7248,1092156573,53
5,504,1092157647,46
74,7238,1092157692,260
5,531,1092157710,158
5,421,1092157903,193
74,7071,1092157996,107
74,7046,1092158441,7
74,5547,1092158519,114
5,558,1092158654,14
74,4848,1092158654,62
5,547,1092158715,6
74,7056,1092158819,29
5,531,1092159099,71
74,7065,1092159496,407
5,531,1092159707,54
74,7052,1092159954,699
5,531,1092159971,407
102,107,1092160078,120
5,526,1092160870,1467
102,9319,1092160877,39
102,9920,1092161044,399
9293,102,1092161083,736
74,7052,1092161154,2593
5,531,1092162346,325
5,531,1092163900,161
4,23,1092163939,9
23,4,1092164021,7
5,531,1092164087,54
74,7052,1092165111,107
5,107,1092169398,19
5,531,1092169482,115
5,531,1092169623,59
9319,102,1092170891,383
4,107,1092174379,128
4,231,1092175075,495
4,294,1092175848,8
4,8,1092175876,7
4,294,1092175931,7
5,107,1092178296,46
5,531,1092179123,269
102,9925,1092181836,163
9828,101,1092189289,593
101,9828,1092190309,735
101,9828,1092191412,20
101,8247,1092191544,93
101,9828,1092191837,23
4848,74,1092200124,292
74,4848,1092210078,1
74,5547,1092210106,92
7071,74,1092210785,35
4848,74,1092211833,93
74,5392,1092212441,3
5,107,1092217001,17
5,531,1092217032,408
74,4848,1092217785,6
4848,74,1092218807,122
7071,74,1092220778,187
74,5547,1092221103,65
5547,74,1092221190,13
74,5547,1092221364,32
1195,11,1092222586,258
4848,74,1092223092,366
74,7178,1092223701,123
74,4848,1092224424,188
9922,102,1092226054,57
4848,74,1092227734,100
4848,74,1092228930,50
1195,11,1092231463,56
74,5547,1092232861,15
74,4848,1092232895,21
4,235,1092240468,49
4,235,1092240527,51
4,235,1092240589,1167
7178,74,1092246278,95
74,7071,1092250615,142
504,5,1092253912,759
504,5,1092254691,88
540,5,1092258200,472
102,9319,1092258886,40
102,9973,1092259296,33
102,9228,1092259368,390
5,531,1092259711,699
9319,102,1092261239,384
9319,102,1092261703,30
101,8247,1092263121,26
101,9828,1092268310,424
101,9828,1092273373,1
101,8247,1092273395,36
101,9828,1092275132,2
101,9828,1092275333,45
101,8247,1092275531,20
101,8247,1092275754,8
101,9805,1092275793,248
101,9847,1092276117,268
4848,74,1092283557,84
74,7178,1092284456,46
74,4848,1092284907,116
74,7178,1092294906,38
5390,74,1092296182,44
7071,74,1092305565,73
5,107,1092308320,11
5,531,1092308354,329
5,531,1092308697,58
5,531,1092308769,138
5,531,1092308971,444
5,107,1092309442,17
74,5392,1092309680,37
74,7065,1092310173,60
7071,74,1092310436,39
5,107,1092311794,34
5392,74,1092314091,244
102,107,1092318121,115
7071,74,1092322149,184
4,202,1092322887,22
102,107,1092325709,29
102,9925,1092325817,59
7071,74,1092326186,94
9319,102,1092326525,347
74,5392,1092326790,96
5392,74,1092326814,665
9319,102,1092326896,76
5,531,1092327187,5
5,531,1092327988,4
5,531,1092328005,511
7063,74,1092328889,7
4,157,1092329342,94
74,5392,1092330423,41
5392,74,1092331434,341
5392,74,1092332544,28
5,531,1092332585,51
5,531,1092332936,99
5392,74,1092334946,102
9925,102,1092335686,403
4,211,1092336203,84
9925,102,1092336494,631
102,9947,1092337190,56
102,9952,1092337277,168
102,9927,1092337681,30
102,9975,1092337772,24
5392,74,1092338825,145
4,157,1092339413,41
7071,74,1092340110,79
4,230,1092340300,102
102,107,1092346547,72
9828,101,1092349748,801
9828,101,1092354803,196
102,107,1092355166,1
9828,101,1092356268,558
101,8247,1092357097,57
101,8247,1092357996,62
101,8247,1092361434,15
101,8247,1092364427,16
101,8247,1092365013,4
5392,74,1092369174,72
5392,74,1092373247,134
5,531,1092390314,63
396,5,1092400855,192
102,107,1092404437,132
9975,102,1092407838,112
9319,102,1092408415,3276
9922,102,1092408736,45
8247,101,1092408773,150
74,4848,1092413524,3
5,448,1092414409,100
101,8247,1092415004,18
4848,74,1092416367,76
74,7077,1092421522,245
9890,101,1092422253,734
157,4,1092422262,94
9828,101,1092423673,1649
9828,101,1092426737,325
7071,74,1092426846,44
5,421,1092427627,22
6,670,1092429663,64
6,744,1092429850,1573
5,107,1092431953,122
5,421,1092432179,15
421,5,1092432385,67
5,540,1092432502,51
540,5,1092434807,139
421,5,1092436137,71
5,421,1092436227,49
421,5,1092436470,61
474,5,1092437932,89
101,8247,1092438731,9
541,5,1092439858,20
5,504,1092439923,3
5,541,1092439955,132
9812,101,1092445308,38
101,9828,1092447758,34
101,884,1092450797,37
9828,101,1092463617,27
74,5392,1092468917,103
7131,74,1092488442,53
5,561,1092493539,21
101,9796,1092495329,7
5,107,1092495681,32
5,107,1092495753,63
5,542,1092495924,37
5,531,1092500384,65
9927,102,1092500916,93
101,9828,1092500918,38
5,107,1092502711,69
5,471,1092502821,194
5,448,1092503052,38
5,483,1092503310,43
5,455,1092503412,40
9828,101,1092503898,105
7071,74,1092504182,25
9293,102,1092506344,120
448,5,1092506579,19
9828,101,1092506848,167
9828,101,1092507586,112
74,4848,1092507722,1
74,5547,1092507742,47
5,107,1092514461,51
5,531,1092514603,11
5,531,1092514628,63
5,504,1092515137,109
5,531,1092515651,16
470,5,1092516282,300
5,421,1092517270,230
101,8247,1092520376,58
470,5,1092520636,134
470,5,1092521737,98
9828,101,1092524003,1706
101,9828,1092526158,36
5,421,1092526475,83
5,531,1092533891,157
5392,74,1092557394,52
5547,74,1092557553,18
74,5547,1092557616,30
5547,74,1092557722,65
74,5547,1092563684,193
102,107,1092570660,114
4,235,1092571064,782
7071,74,1092574921,68
7153,74,1092577056,8
74,5392,1092578498,39
74,5392,1092578569,188
4,8,1092589278,7
8,4,1092589330,85
9952,102,1092591147,164
74,5392,1092592189,6
102,107,1092592596,337
5,107,1092594422,23
5,531,1092594465,75
5,107,1092598107,36
102,107,1092598294,43
448,5,1092598991,10
102,107,1092601434,77
102,9933,1092601541,220
4,235,1092602099,1164
102,107,1092603455,52
102,107,1092604547,41
102,9293,1092604692,20
5,531,1092608508,316
102,9952,1092613500,52
102,107,1092616966,70
102,9952,1092617435,9
5,504,1092619466,107
7061,74,1092649457,75
74,5285,1092655278,39
74,7071,1092655423,204
74,5285,1092660337,87
102,9307,1092662317,88
9828,101,1092663291,237
102,9307,1092663298,189
4,258,1092666936,87
5,504,1092675348,334
4,235,1092675893,314
470,5,1092676854,244
5,504,1092677126,42
5,504,1092677180,344
5,470,1092680190,142
5,504,1092680392,31
415,5,1092680553,98
5,415,1092680720,2
8,107,1092682576,47
5,504,1092683863,26
504,5,1092684199,16
504,5,1092684362,37
23,8,1092685475,12
23,8,1092685480,12
4,23,1092685879,15
957,23,1092685957,15
9791,101,1092686395,749
258,4,1092686702,38
101,9828,1092694367,1
101,9828,1092694878,31
5,107,1092696599,17
5,107,1092696672,101
5,107,1092698845,182
396,5,1092699064,19
5,531,1092701247,524
101,9828,1092704625,2015
5,531,1092705554,77
5,531,1092705640,36
5,531,1092705688,28
5,531,1092705725,49
5,531,1092705957,102
101,8247,1092709209,19
101,9828,1092709280,1130
74,5392,1092724953,209
74,7178,1092725750,92
74,5392,1092728017,39
5392,74,1092728122,97
7178,74,1092728374,10
5547,74,1092730403,42
7071,74,1092731599,127
74,5392,1092735534,22
102,107,1092735966,51
74,5392,1092737225,162
74,7067,1092738542,338
74,7082,1092738930,43
23,2743,1092740120,10
4,258,1092742286,24
4,283,1092742332,30
258,4,1092742681,67
74,5547,1092743412,14
74,5547,1092744999,21
5392,74,1092749142,51
5285,74,1092749808,74
101,283,1092751951,55
9828,101,1092754143,393
74,7071,1092754253,113
74,5285,1092754412,67
102,9293,1092754883,32
7071,74,1092755104,36
74,7071,1092756287,684
7071,74,1092758581,10
4,157,1092761737,89
74,7065,1092761933,208
5,540,1092762427,32
2822,23,1092762707,717
5440,74,1092764800,83
101,9837,1092768552,69
5,448,1092769535,55
540,5,1092771335,113
5,540,1092772463,31
294,8,1092772500,126
102,107,1092772785,9
102,107,1092772978,115
102,9286,1092773119,22
102,9926,1092773238,30
102,107,1092773312,10
102,9925,1092773384,135
102,107,1092773748,16
102,107,1092773800,153
102,107,1092774883,34
9286,102,1092776674,156
9926,102,1092776845,124
5,540,1092777219,266
9807,101,1092778083,252
102,9286,1092778096,83
102,107,1092778208,69
101,9828,1092781979,75
101,9828,1092782100,16
8,294,1092782705,59
15,6,1092783669,55
6,735,1092783750,48
15,6,1092784036,13
23,2825,1092784366,47
735,6,1092784568,9
101,9828,1092785108,26
101,283,1092785223,20
101,9828,1092785260,31
9828,101,1092785301,145
9807,101,1092785660,45
5,531,1092785686,1013
102,107,1092786248,53
9807,101,1092788123,25
9807,101,1092788750,35
101,9807,1092789406,17
729,6,1092794478,18
6,729,1092795887,1304
101,8247,1092795943,96
294,8,1092798502,28
101,9828,1092799040,23
74,4848,1092812427,4
74,76,1092812438,1
74,7116,1092812445,36
74,81,1092812510,66
74,5547,1092812597,52
74,7178,1092813195,5
7178,74,1092813319,189
74,7121,1092815976,13
74,7110,1092816026,25
74,7111,1092816076,40
74,232,1092816169,5
7178,74,1092819067,19
74,7071,1092820416,8
74,7178,1092822001,17
7178,74,1092822572,9
74,7071,1092823086,32
7178,74,1092824085,15
102,107,1092825484,22
74,7071,1092826218,12
5,531,1092827837,25
5,531,1092827887,319
8,294,1092828182,180
74,7071,1092828975,39
7071,74,1092830463,21
7071,74,1092830950,28
8,294,1092832818,73
8,294,1092833140,60
157,4,1092833893,51
4,283,1092833966,64
4,258,1092834062,92
5,531,1092835208,102
4,283,1092836614,2
74,7065,1092836790,40
74,5547,1092836858,78
